gname,log2FoldChange,pvalue
norV,-0.044329578,0.88060151
norW,-0.48628624,0.200657524
hypF,-0.38910939,0.063987017
hydN,0.475967844,0.313078917
ascG,-0.405258011,0.117478852
ascF,-0.220159956,0.414290354
ascB,0.162415274,0.512651255
hycI,0.543482391,0.054819458
hycH,0.094184801,0.76972075
hycG,-0.529323539,0.145833408
hycF,0.394309912,0.495774873
hycE,-0.365614626,0.289103035
hycD,0.281021898,0.630159813
hycC,-0.058647643,0.889280634
hycB,-1.165163278,0.123593411
hypA,0.754142785,0.067913937
hypB,0.505710375,0.013137984
hypC,0.602081098,0.039557793
hypD,0.051557256,0.793687303
hypE,-0.236508257,0.244783358
fhlA,-0.356254647,0.089941855
ygbA,1.005263711,0.001710724
mutS,0.019743185,0.929200179
ygbI,0.40099832,0.057384207
ygbJ,0.427381325,0.170779388
ygbK,0.707714659,0.009187704
ygbL,0.24692867,0.557170775
ygbM,0.34325648,0.3264501
ygbN,-0.166185147,0.626507675
rpoS,-0.24711265,0.226972365
nlpD,-0.295057741,0.17114337
pcm,-0.175917375,0.477308139
umpG,0.04584067,0.817743875
truD,-0.18852431,0.375402275
ispF,-0.034909348,0.888146981
ispD,0.100665012,0.668089421
ftsB,-0.636790582,0.007303028
ygbE,-0.222546996,0.437418515
cysC,0.086581001,0.847177596
cysN,-0.162207715,0.468445463
cysD,0.55992271,0.100309042
iap,0.187237475,0.518566142
cas2,-0.606726671,0.22197674
cas1,0.08451545,0.800195921
casE,0.345836108,0.402675682
casD,0.100959033,0.816036657
casC,0.05254623,0.901850983
casB,0.839881701,0.156510744
casA,-0.10249151,0.892601621
cas3,2.129984645,8.88551E-19
cysH,0.566490944,0.08916601
cysI,0.724568769,0.003571476
cysJ,0.073000193,0.78504631
queD,0.347390961,0.404960088
ygcN,0.297389829,0.201640162
ygcO,0.24902648,0.63889629
ygcP,1.05703435,0.009195482
ygcQ,-0.132359126,0.776035151
ygcR,-0.281739667,0.598641219
ygcS,-0.979131225,0.083480549
ygcU,0.40423731,0.409662221
yqcE,0.688750586,0.153074017
ygcE,0.36941838,0.413527204
queE,-0.734692066,0.000996403
eno,-0.418616062,0.05466535
pyrG,-0.656341869,0.002072306
mazG,-0.235056993,0.289242789
mazF,0.153864402,0.61138254
mazE,-0.059721124,0.818248879
relA,0.014193133,0.941316915
rlmD,-0.119369568,0.563983143
barA,0.05782806,0.79269262
gudD,-0.94048033,0.000197773
gudX,-1.023513501,8.14458E-05
gudP,-1.449503586,7.80351E-07
yqcA,-0.19859117,0.405078955
truC,-0.329438259,0.256895072
yqcC,-0.240446443,0.623406418
csrB,0.252278944,0.818742317
syd,0.045603446,0.871763079
queF,-0.291562429,0.228484003
ppnN,0.79161379,6.60193E-05
sdaC,-0.280598327,0.232364955
sdaB,-0.054039398,0.832653012
ygdG,0.050118143,0.849317688
fucO,0.628465445,0.007887723
fucA,0.208080731,0.519478812
fucP,2.040391287,2.82033E-05
fucI,0.923202931,0.000446988
fucK,0.722055015,0.010878272
fucU,0.022684298,0.926428777
fucR,0.283216752,0.214532798
rlmM,-0.180027669,0.421304955
ygdD,-0.969344415,0.001420296
gcvA,-0.018715455,0.93585723
gcvB,-1.103155894,3.27062E-05
ygdI,1.141410257,4.42703E-08
csdA,0.260035119,0.195522536
csdE,0.05434411,0.80905757
tcdA,-0.514080851,0.051832991
mltA,-0.198259152,0.328107558
metZ,-0.881460295,0.015467857
metW,-0.908840631,0.004509701
metV,-1.514855139,0.019829757
amiC,-0.589943668,0.01813002
argA,-0.201160725,0.45886212
recD,-0.340283796,0.116271117
recB,-0.164385289,0.410419846
ptrA,-0.283304761,0.180746669
recC,-0.372706538,0.06563338
ppdC,-0.413085264,0.30546543
ygdB,-0.915726641,0.029787273
ppdB,0.186192167,0.617990332
ppdA,-0.591321352,0.275155194
thyA,0.161807497,0.479610253
lgt,-0.134997095,0.554181005
ptsP,-0.305461855,0.12659212
rppH,-0.121826565,0.561349237
ygdT,0.238124404,0.711350201
mutH,-0.215814715,0.417760231
ygdQ,-0.330383847,0.284388361
ygdR,-1.276555597,8.47191E-07
tas,0.21832144,0.337006145
lplT,-0.500777582,0.03838751
aas,-0.801461771,8.16572E-05
omrB,0.192483828,0.828980467
galR,0.559654363,0.007024275
lysA,0.185809814,0.54055676
lysR,0.753551518,0.003027282
ygeA,-0.303363942,0.27523376
araE,-0.103153469,0.70162107
kduD,0.47845153,0.146630242
kduI,1.656491162,1.21472E-06
yqeF,0.490741169,0.031614191
yqeG,-0.479897869,0.188652063
insD4,0.365617472,0.150135819
insC4,0.297522323,0.21955675
ygeQ,0.512625357,0.383546376
actS,0.04426341,0.841908005
xdhA,2.296912826,4.24874E-30
xdhB,2.146127703,1.50802E-14
xdhC,1.957603122,1.83347E-13
ygeV,0.541105565,0.005731642
ygeW,3.968761644,5.67927E-56
ygeX,3.443997254,2.00002E-62
ygeY,3.818782918,6.42966E-82
hyuA,2.953712368,3.51134E-35
yqeA,2.22977984,2.75899E-21
yqeB,2.323385134,1.64035E-26
yqeC,1.853647559,7.10543E-16
mocA,1.003192003,3.53412E-05
ygfK,3.139952488,2.77324E-55
ssnA,3.436628138,7.07532E-63
ygfM,3.140864487,1.56974E-39
xdhD,3.122685253,3.45603E-52
xanQ,2.401194722,2.03929E-20
guaD,1.810724241,3.50493E-13
ghxQ,1.779339874,2.93206E-13
ygfS,1.790509759,1.83229E-07
ygfT,2.259201213,9.04512E-22
uacT,2.476812779,1.04642E-18
idi,-0.141173637,0.512539113
lysS,-0.200109151,0.371419057
prfB,-0.343360786,0.07884387
recJ,-0.040081882,0.841158116
dsbC,0.167427317,0.454350899
xerD,-0.201645074,0.351977682
fldB,0.18632467,0.390455364
ygfX,0.50426066,0.018590846
sdhE,0.571961138,0.0334365
ygfZ,-0.097615128,0.622946194
yqfA,0.455450717,0.096744101
yqfB,-0.254401436,0.326199937
bglA,0.402674708,0.044229745
ygfF,-0.118783429,0.668191927
gcvP,0.765134194,0.000285976
gcvH,-0.1380906,0.512298314
gcvT,0.677488186,0.00039538
ubiI,-0.080160779,0.714777238
ubiH,-0.322005621,0.126612471
pepP,0.326937567,0.154995353
ygfB,-0.490567243,0.016540755
zapA,-0.52168948,0.036530742
ssrS,-1.550166396,0.046690799
fau,0.53691123,0.029784599
sibC,-1.752652098,0.021188413
serA,0.411059485,0.033973444
rpiA,-0.169234426,0.416448947
argP,0.706811588,0.001182598
scpA,-0.111090497,0.690450077
argK,0.028160464,0.957156256
scpB,-0.463818917,0.443025472
scpC,0.3943394,0.226177234
ygfI,1.241504281,0.000203128
yggE,-0.242797901,0.247580443
argO,-0.211321203,0.404942474
mscS,-0.834443831,1.90965E-05
fbaA,0.006482902,0.979424518
pgk,-0.052705962,0.809983295
epd,0.15020006,0.447711742
yggC,-0.500259341,0.067559761
fumE,-0.001822266,0.994823396
yggF,0.106911558,0.79598051
yggP,0.852513917,0.15742908
cmtA,0.263924858,0.661078196
tktA,0.116740668,0.57842895
loiP,0.102958942,0.641908374
speB,0.02006633,0.922007722
speA,-0.299026267,0.125891992
yqgB,1.330260588,0.226921391
yqgC,0.487976093,0.44140907
metK,-0.156318796,0.532047201
galP,0.390486894,0.149933915
yggI,-0.195640877,0.637105184
endA,0.247552396,0.503812122
rsmE,-0.246984902,0.279986077
gshB,0.671357103,0.000990699
yqgE,0.200612302,0.348486441
yqgF,-0.129469938,0.63997681
yggR,0.236830973,0.527926319
yggS,-0.370790345,0.154879786
yggT,0.054629489,0.817695395
yggU,-0.373005907,0.289836405
rdgB,-0.078170496,0.778628591
hemW,-0.235780233,0.339356697
yggM,-0.058237254,0.921943367
ansB,1.594556358,1.04542E-17
yggN,0.07985824,0.748722396
yggL,-0.573612105,0.00429032
trmB,-0.560556001,0.007627351
mutY,-0.395080185,0.070221325
yggX,-0.052421401,0.823201747
mltC,0.259275463,0.324130913
nupG,1.052385078,2.1123E-06
speC,-0.214339912,0.443739949
yqgH,1.022735972,0.190897759
yqgA,0.661415703,0.008212196
yghD,-0.323528073,0.474610986
yghE,-1.449248343,8.48732E-07
yghF,-1.204640706,0.306746347
pppA,-0.501262853,0.419712153
yghJ,-0.161659408,0.468475817
glcA,-2.116919511,5.07404E-11
glcB,-2.066993413,9.47812E-26
glcG,-1.889589025,2.08007E-18
glcF,-2.084028444,5.27734E-26
glcE,-3.217213073,2.50379E-56
glcD,-2.917022875,2.02514E-47
glcC,1.3279525,1.88211E-09
yghO,0.894002359,0.01771704
insH9,0.638627499,0.004485193
yghQ,0.824592342,0.03675017
yghR,0.15770122,0.827069086
pitB,-1.037820236,0.117655889
gss,0.241038768,0.229436196
yghU,0.022567324,0.90767252
hybG,-0.230495759,0.386394592
hybF,-0.017310023,0.953955168
hybE,-0.189286747,0.476421256
hybD,-0.046526817,0.83395859
hybC,0.16681303,0.455214467
hybB,-0.171847992,0.508306605
hybA,0.354720507,0.069297762
hybO,0.249655858,0.22092382
yghW,1.649633974,0.041025375
yqhI,-1.240129835,3.00606E-06
gpr,0.393561332,0.043981389
yqhA,-0.52310487,0.025618731
yghA,-0.59554645,0.002120953
exbD,0.257172014,0.432500684
exbB,0.29451036,0.286623842
metC,0.208072318,0.354376085
yghB,-0.33592017,0.115546508
yqhC,0.302357599,0.244119686
yqhD,0.618256557,0.004463271
dkgA,-0.100453848,0.596548627
yqhG,0.336351604,0.37311709
yqhH,0.166423896,0.824925941
ygiQ,0.157931,0.550388386
ftsP,-0.045105334,0.830804737
plsC,-0.082100018,0.73616368
parC,-0.191672507,0.336188122
ygiS,-0.364308764,0.090255536
mqsA,-0.085400995,0.686873873
mqsR,0.466706154,0.065905592
ygiV,-1.329253316,3.04708E-08
ygiW,-0.895368597,5.22732E-06
qseB,0.034809994,0.906838733
qseC,0.051284384,0.866984352
mdaB,-0.117790977,0.652258856
ygiN,-0.716181514,0.009408374
parE,0.014208689,0.950478376
yqiA,0.248281916,0.300461642
cpdA,-0.240658235,0.224136874
yqiB,-0.207995349,0.384425117
nudF,0.043489508,0.863830848
tolC,0.360839173,0.101838585
ygiB,0.015300225,0.942327645
ygiC,-0.15897039,0.465785922
ygiD,-0.058589072,0.840830823
zupT,0.319351386,0.118902381
yqiD,1.028461537,0.007705555
ribB,0.130899873,0.515680234
ubiK,-0.389547926,0.062321803
insC5,0.344831929,0.165701924
insD5,0.287790105,0.24713343
yqiI,1.216551064,0.151899239
glgS,-0.627371824,0.01464305
yqiJ,2.002136547,9.27485E-05
yqiK,1.267119641,1.13281E-05
sibD,1.351046564,0.000412564
sibE,-2.20150687,0.000341959
hldE,-0.035954928,0.859091608
glnE,-0.116965646,0.544831849
ygiF,-0.220487818,0.280373866
ygiM,-0.117430428,0.614743221
cca,-0.544488148,0.017099986
bacA,-0.343194353,0.249534327
folB,-0.300576789,0.537562268
plsY,-0.295032013,0.277797667
ttdR,0.304306075,0.322679726
ttdA,0.192871173,0.685559782
ttdB,-0.194175053,0.705079482
ttdT,0.130668686,0.718007605
tsaD,-0.244488229,0.247354283
rpsU,-0.661166769,0.008064668
dnaG,-0.52327075,0.033259123
rpoD,0.095149994,0.637674525
mug,0.425680955,0.039154835
nfeF,-0.057295823,0.879846835
nfeR,-0.093376123,0.694720317
aer,0.053757265,0.82657884
patA,0.48369209,0.016609684
ygjH,0.327215426,0.445613511
ebgR,0.732898199,0.009388598
ebgA,-0.228240043,0.446590548
ebgC,0.61404413,0.618840299
ygjI,2.195987655,0.015625431
ygjJ,0.788436143,0.27153909
ygjK,-0.114590674,0.706415627
fadH,0.756261059,0.000272052
higA,0.03947937,0.897095684
higB,-1.034470189,0.274156275
rlmG,-0.009033785,0.977967264
ygjP,0.528047278,0.052417663
ygjQ,-0.00744144,0.991556193
ygjR,0.614907463,0.005101495
alx,-0.075181105,0.880663266
sstT,1.201173401,4.98178E-09
ygjV,0.58271008,0.143868794
uxaA,2.646705227,1.41077E-39
uxaC,2.927534053,1.03068E-43
exuT,2.373840044,1.66606E-35
exuR,0.475690713,0.014570421
yqiM,0.176527042,0.800917961
yqjA,0.13965338,0.533545023
mzrA,-0.246303448,0.434405468
yqjC,-0.180322343,0.513362928
yqjD,-1.023686858,5.67558E-07
yqjE,-0.96596449,3.22468E-05
yqjK,-0.754403135,0.000461129
yqjF,-0.227939575,0.474899655
yqjG,-0.342371026,0.220982346
yhaH,-0.155201925,0.564712437
yhaJ,-0.268183221,0.233095507
yhaK,0.735277768,0.00949409
yhaL,-0.226737539,0.484894571
cyuA,0.622930421,0.018340653
cyuP,0.614587399,0.046974871
tdcG,0.762496541,0.007512543
tdcF,0.980656654,0.00695541
tdcE,1.403935704,1.20091E-08
tdcD,1.182877401,0.000712776
tdcC,1.435436143,6.92329E-08
tdcB,1.657458801,5.55227E-09
tdcA,-0.416836272,0.186277798
rnpB,-0.538153072,0.041912533
garK,-1.41210482,3.26036E-12
garR,-2.024114046,2.67889E-20
garL,-1.705132879,6.29103E-14
garP,-1.687976195,7.73475E-15
garD,0.150644926,0.451721783
prlF,0.501981497,0.061264096
yhaV,0.565851985,0.010823485
agaR,-0.233772112,0.27237259
kbaZ,0.104715676,0.771044991
agaV,0.577554767,0.112322201
agaS,0.283925343,0.484876545
kbaY,0.066355768,0.927941292
agaD,-0.813634572,0.159624996
agaI,-0.763537114,0.456837606
yraH,1.110945909,0.109700032
yraJ,-0.900872692,3.0745E-05
yraK,0.478862756,0.129872834
rsmI,0.093481857,0.687614569
lpoA,0.115070811,0.575102447
yraN,0.057543498,0.852873077
diaA,-0.078943409,0.728510591
dolP,-0.050144501,0.811586422
yraQ,-0.390275508,0.080655333
yraR,-0.793374955,0.00331756
yhbO,-0.196906133,0.34115763
yhbP,-0.51138973,0.093114752
yhbQ,0.357266791,0.245095046
yhbS,-0.231823842,0.24539358
ubiT,-0.192571355,0.374885733
ubiU,-0.735006102,0.001817045
ubiV,-0.893704356,0.000129832
yhbW,0.271917353,0.200447198
mtr,-1.020052398,4.49812E-07
deaD,-0.250187557,0.221084928
yrbN,0.845570935,0.436244105
nlpI,-0.524271696,0.006263552
pnp,-0.18927808,0.315466595
sraG,-0.30550771,0.724158227
rpsO,-0.463569332,0.478207453
truB,0.18562659,0.442890789
rbfA,-0.19619448,0.469210995
infB,-0.096342417,0.614255831
nusA,-0.120387967,0.572089651
rimP,-0.239929653,0.30600223
metY,-0.452855951,0.333937852
argG,0.037865531,0.852825264
yhbX,-0.567083406,0.150103799
leuU,0.991395719,0.271039966
secG,-0.862066685,0.000248315
glmM,-0.220758627,0.292599695
folP,-0.579306079,0.018414036
ftsH,-0.329543044,0.100974755
rlmE,-0.543916883,0.010235202
yhbY,-0.402596416,0.136961452
greA,-0.590322794,0.061755927
dacB,-0.171062744,0.459077438
obgE,-0.600415618,0.010464112
yhbE,-0.413572635,0.061545191
rpmA,-1.33132039,4.01203E-11
rplU,-0.876876875,5.17729E-05
ispB,0.441904688,0.024523172
sfsB,-0.065294923,0.869793013
murA,-0.30617135,0.156996167
ibaG,-0.042920841,0.90098455
mlaB,0.083539324,0.70920279
mlaC,0.575499227,0.012536628
mlaD,0.285851045,0.248416312
mlaE,-0.322464728,0.169627613
mlaF,-0.206951012,0.423385979
yrbG,-0.196650957,0.380436904
kdsD,0.265253146,0.191572586
kdsC,-0.063855875,0.763524916
lptC,0.36148241,0.166653396
lptA,0.349622946,0.117561801
lptB,-0.115407522,0.58959803
rpoN,0.221265563,0.383074894
hpf,0.24894261,0.433167814
ptsN,0.25956302,0.194626172
rapZ,0.198916934,0.413824543
npr,-0.300047914,0.429005748
yrbL,-0.956345909,1.20707E-05
mtgA,-0.074851059,0.734924357
elbB,0.366793167,0.085512121
arcZ,0.154955959,0.734993205
arcB,0.561548864,0.004201534
yhcC,-0.797978947,0.00117341
gltB,-0.136419514,0.527358571
gltD,-0.215773495,0.397336841
yhcD,0.113170308,0.734280129
insH10,0.634738988,0.004903097
yhcF,0.96155909,0.00660774
yhcG,1.035597119,0.026370081
nanQ,-0.243835018,0.323670354
nanK,-0.679589143,0.001337765
nanE,-0.084504706,0.731908547
nanT,-0.19247968,0.41310023
nanA,0.13942601,0.62530173
nanR,0.385201477,0.059448396
dcuD,0.543665564,0.229771214
sspB,-0.470322332,0.035658848
sspA,0.326787028,0.133614428
rpsI,-0.985602186,4.00982E-05
rplM,-0.687733013,0.000502696
zapE,-0.032409062,0.910838125
zapG,-0.207820414,0.31629767
degQ,0.120969644,0.558342385
degS,-0.09555963,0.686262262
mdh,0.326700371,0.093321544
argR,0.197944053,0.338551267
yhcN,0.69259909,0.009405798
yhcO,-0.027718182,0.91125519
aaeB,0.002521277,0.993559394
aaeA,-0.413498161,0.238821641
aaeX,0.287483216,0.515284882
aaeR,0.459372813,0.048806851
tldD,-0.180846619,0.360952839
yhdP,-0.290190712,0.14515425
rng,-0.401122559,0.048282119
yhdE,-0.503497437,0.027267842
mreD,-0.241674886,0.402867856
mreC,-0.54538504,0.012538285
mreB,-0.50890964,0.013373268
csrD,-0.443624119,0.046632175
yhdH,-0.383143132,0.066947359
accB,0.267092785,0.246316383
accC,0.157994269,0.519727302
yhdT,0.688013192,0.545602142
panF,-0.182678808,0.479041221
prmA,0.097992115,0.705563244
dusB,-0.349560373,0.121848983
fis,-0.285512617,0.286305318
yhdJ,0.264946841,0.659156349
acrE,-0.347677236,0.536764269
acrF,-0.243099412,0.392332593
yhdV,-0.830374726,0.2068886
yhdX,0.231815478,0.604349699
yhdY,0.177297565,0.710017553
yhdZ,0.617382976,0.240534093
rrlD,-1.176636681,0.1360531
alaU,-1.540637977,0.054737028
ileU,-0.054278079,0.869987913
rrsD,-1.272736167,0.000281312
yrdA,-0.181681576,0.427374195
yrdB,0.266804961,0.418360151
aroE,-0.057169126,0.808384616
tsaC,0.701215997,0.004575985
yrdD,0.338673058,0.183961669
smg,0.134695334,0.490386677
smf,-0.374994232,0.076214558
def,-0.004844255,0.981312571
fmt,0.218101912,0.280597553
rsmB,0.114239283,0.625549888
trkA,-0.340102565,0.091356854
mscL,-0.344220757,0.241513067
arfA,1.482870929,0.0025628
zntR,-0.806291072,0.000381985
yhdN,-1.006079837,5.50315E-06
rplQ,-1.202174587,3.73736E-09
rpoA,-0.494138924,0.018246493
rpsD,-0.817040152,3.7983E-05
rpsK,-0.375209669,0.097923425
rpsM,-0.532523816,0.006247848
rpmJ,-0.82433076,0.000168526
secY,-0.782612209,4.40476E-05
rplO,-0.630741571,0.008685361
rpmD,-0.672707466,0.0018563
rpsE,-0.838683038,0.000800228
rplR,-0.533453265,0.008922323
rplF,-0.342616112,0.087031221
rpsH,-0.452960982,0.039490045
rpsN,-0.040382432,0.85163203
rplE,-0.506810538,0.053134059
rplX,-0.447291543,0.019955459
rplN,-1.164134579,4.03351E-08
rpsQ,-0.733450751,0.009721512
rpmC,-0.111501084,0.637605245
rplP,-0.621557321,0.002350948
rpsC,-0.760961955,9.11142E-05
rplV,-0.898694802,7.11783E-06
rpsS,-0.224567617,0.416902075
rplB,-1.108287516,8.81397E-09
rplW,-0.573496678,0.007334277
rplD,-0.743185638,0.000295739
rplC,-0.902198028,4.96809E-06
rpsJ,-0.141354087,0.652979131
gspB,0.242565949,0.412938987
gspA,-0.464979993,0.45866886
gspD,0.72396894,0.035460492
gspE,0.454298576,0.377994908
gspF,-0.112284989,0.757299771
gspG,0.326699967,0.682050277
gspH,0.075641266,0.919021824
gspJ,-0.196995493,0.66795466
gspK,-0.069791964,0.842248746
gspL,-0.545103293,0.087722211
gspM,0.118942198,0.801828286
gspO,-0.109114807,0.687498607
bfr,-0.752114688,0.000261234
bfd,1.798039956,0.001664023
chiA,-0.093496637,0.680309049
tufA,-0.053646453,0.796982368
fusA,-0.542499402,0.01919259
rpsG,-0.455279799,0.083016832
rpsL,-0.839649221,0.000671918
tusB,0.156032755,0.666739473
tusC,-0.365920143,0.197228687
tusD,-0.061135885,0.825493534
yheO,-0.002966282,0.989293687
fkpA,-0.779559815,0.000147644
slyX,0.14598561,0.554022602
slyD,-0.062704533,0.764724992
yheV,0.354492594,0.263644291
kefB,0.51615607,0.034086826
kefG,0.704574019,0.002452628
yheS,0.324742671,0.112783498
yheT,-0.030146128,0.903775556
yheU,1.208539217,0.000308583
prkB,0.465056233,0.034801338
yhfA,-0.274308668,0.241477097
crp,0.366505665,0.111567367
yhfK,0.00235475,0.990945826
argD,-0.246195797,0.330852474
pabA,-0.337820258,0.110892497
fic,-0.204430596,0.324181704
yhfG,0.147623349,0.600323143
ppiA,-0.127602528,0.626359977
tsgA,0.085821044,0.814818669
nirB,1.10690335,9.79327E-07
nirD,0.151302048,0.714818752
nirC,1.169110648,0.071310754
cysG,-0.355570405,0.114042367
frlA,0.647583847,0.196282906
frlB,0.43731407,0.224061208
frlC,0.055403099,0.897794521
frlD,0.312656357,0.287818678
frlR,-0.329310224,0.173183
yhfS,-0.550402165,0.119139946
yhfT,0.039017297,0.913610008
yhfU,-0.319785905,0.548306439
php,-0.660245314,0.215731786
yhfW,0.549996069,0.312416071
yhfX,-0.112142729,0.826478011
yhfY,0.515180024,0.345393382
yhfZ,0.289975042,0.364967344
trpS,-0.22473537,0.265135411
gph,0.313401448,0.148656879
rpe,0.170820404,0.436869357
dam,0.146306086,0.598857478
damX,0.008455057,0.969773435
aroB,-0.386553374,0.064793329
aroK,-0.530607812,0.010417397
hofQ,0.000144006,0.999707467
hofP,-0.790748265,0.337505122
hofO,0.145599921,0.852200775
hofN,-0.573693879,0.314095836
hofM,0.090210393,0.789071882
mrcA,-0.215662779,0.351193858
nudE,-0.009081286,0.968712896
igaA,0.285413518,0.207641495
yrfG,-0.843697213,4.80966E-05
hslR,-0.419999157,0.045140029
hslO,-0.689518997,0.001084217
yhgE,-0.371632982,0.090801033
pck,1.173044094,3.82861E-07
envZ,0.234931605,0.265146634
ompR,0.348332457,0.096309549
greB,0.34253772,0.154872069
yhgF,-0.263359403,0.207410847
feoA,0.742833918,0.022050475
feoB,0.491713058,0.01712347
feoC,0.260902942,0.40583544
rpnA,0.307293134,0.369334821
bioH,-0.099329048,0.697114287
yhgH,0.276533966,0.229543531
nfuA,-0.163565889,0.490034284
gntT,-0.108773543,0.665808601
malQ,0.095165326,0.630280247
malP,0.214913381,0.278711583
malT,0.804417416,0.000119219
rtcA,-0.391622874,0.096555881
rtcB,-0.121128303,0.613053838
rtcR,-0.025634229,0.91898308
glpG,-0.077821663,0.751477755
glpE,-0.166791072,0.554320321
glpD,0.015054462,0.941668106
yzgL,0.374032971,0.491943751
glgP,-0.077140022,0.690304182
glgA,0.074834073,0.705397516
glgC,0.485789705,0.017110899
glgX,0.069036695,0.72327056
glgB,0.006128143,0.974768318
yhgO,0.02330204,0.975814078
asd,0.447579342,0.024146391
yhgN,-0.242840741,0.462187568
gntU,0.289482992,0.352388863
gntK,0.106329565,0.819517115
gntR,0.010275374,0.963266802
yhhW,-0.275767104,0.176279872
yhhX,0.49795242,0.011596802
yhhY,0.181067406,0.494460722
insA6,-0.773152231,0.229444244
insB6,-0.145858344,0.783763095
yrhB,2.157779268,0.063215168
ggt,-0.152892329,0.486680711
yhhA,-0.19837919,0.394533742
ugpQ,0.471460831,0.028905213
ugpC,0.334358165,0.150629597
ugpE,1.318989991,0.002323093
ugpA,1.744881087,1.36678E-05
ugpB,1.187521351,1.64686E-08
livF,0.683770054,0.052418845
livG,1.057655774,0.010726066
livM,0.239514648,0.530609118
livH,0.528406318,0.327410263
livK,1.159119534,0.006262711
panZ,0.37476222,0.199771397
livJ,0.634655269,0.041135421
rpoH,-0.525400509,0.006681063
ftsX,-0.507879607,0.012426544
ftsE,-0.449177758,0.037143084
ftsY,-0.283518254,0.151952103
rsmD,-0.012348675,0.964807214
yhhL,0.146738171,0.663231246
yhhM,-0.366857474,0.128645215
yhhN,0.209767105,0.332922312
zntA,0.030000379,0.877898817
tusA,-0.293906477,0.234005919
yhhQ,0.04124161,0.907526135
dcrB,0.266893113,0.276298648
yhhS,0.307508079,0.152026815
yhhT,-0.068798541,0.756985805
acpT,-0.028373818,0.907226463
nikA,-0.156181698,0.557184528
nikB,-0.665248041,0.048394281
nikC,-0.705176603,0.014760203
nikD,-0.57930753,0.05126814
nikE,-0.464664914,0.133789121
nikR,-0.096565202,0.742010401
rhsB,0.061069966,0.777596036
yhhI,0.250503601,0.701347082
yhhJ,0.480127418,0.018151969
rbbA,0.54421601,0.005235008
yhiI,0.784512035,0.000183772
yhiY,0.274554212,0.358389787
yhiJ,-0.92966106,0.09165733
yhiM,-1.295131498,3.33584E-11
yhiN,0.18770558,0.370459777
pitA,-0.238155613,0.242473908
uspB,-1.302088667,4.04295E-09
uspA,-0.335028218,0.090122366
dtpB,0.53957852,0.011137067
rsmJ,-0.810131904,0.004087586
prlC,-0.09503594,0.620830569
rlmJ,0.702439691,0.00266841
gor,0.181255886,0.36544675
dinQ,-1.305421623,3.99262E-09
agrA,0.130516377,0.887195651
arsR,-0.725547185,0.14419534
arsB,0.493387866,0.09937235
arsC,0.248890034,0.573945505
insH11,0.642692097,0.00380501
slp,-0.739447876,0.00018068
dctR,-1.765657944,2.86592E-12
yhiD,-2.162229363,1.12899E-22
hdeB,-0.847260026,0.000612644
hdeA,-1.650126328,7.72678E-18
hdeD,-1.282478513,2.70655E-09
arrS,-1.65125725,3.28397E-09
gadE,-1.908915511,1.9866E-23
gadF,-0.291174927,0.303936701
mdtE,-0.682483335,0.006385488
mdtF,-0.644091277,0.000724215
gadW,-0.625358238,0.001888684
gadY,-0.851025907,0.010614281
gadX,-0.799705733,4.25691E-05
gadA,-0.795363198,0.000293369
ccp,1.604010518,2.97991E-12
treF,0.272528938,0.196709561
yhjB,-0.399627031,0.271992857
rcdB,0.871880747,0.017220826
yhjD,-0.235602292,0.262843777
yhjE,0.332410925,0.21568759
yhjG,-0.759864239,0.000189718
pdeH,0.021783763,0.966899326
kdgK,0.398939016,0.060900346
yhjJ,-0.559410462,0.013257316
dctA,0.582727399,0.002812117
pdeK,-0.144225346,0.492906019
bcsC,-0.43478709,0.060757478
bcsZ,-0.303828353,0.481031863
bcsB,0.321975118,0.293036026
bcsA,-0.31442256,0.366716309
yhjR,1.109491284,0.16466935
bcsE,1.08105449,6.44379E-07
bcsF,1.767155638,0.006541885
bcsG,0.602183882,0.014238771
ldrD,-0.374350687,0.351342433
rdlD,0.019341907,0.950104658
yhjV,0.728959567,0.112637906
dppF,1.979164117,3.82953E-14
dppD,2.018027473,4.16285E-18
dppC,1.637034368,1.51327E-08
dppB,2.299872332,1.65164E-15
dppA,1.687624449,1.29694E-14
eptB,0.504345385,0.053840956
yhjX,-0.549036107,0.166368433
yhjY,-0.186854975,0.39350827
tag,0.222058451,0.39616452
yiaC,0.12496482,0.718118017
bisC,-0.391478428,0.074829944
yiaD,-0.081310237,0.819350751
ghrB,0.242556942,0.342912874
yiaF,-0.664536338,0.011067618
yiaG,-0.930481757,3.64901E-05
cspA,-0.586289952,0.050822572
insJ,-0.283684449,0.737340887
glyS,-0.212165603,0.293295106
glyQ,-0.157160787,0.498985857
ysaB,-0.30627935,0.578283836
wecH,0.275694527,0.575072824
xylB,0.09548312,0.677455171
xylZ,0.105615114,0.868555157
xylA,0.239196535,0.281262295
xylF,2.247494294,2.08831E-19
xylG,1.131074642,0.000626968
xylH,0.923593766,0.001654127
xylR,0.153658732,0.596514688
bax,-0.200283041,0.432897457
malS,0.126081623,0.6537083
avtA,0.130286259,0.570979688
ysaA,0.163483861,0.559553158
plaR,-0.128121091,0.576109286
yiaK,0.493877162,0.129302382
yiaN,-0.208579959,0.788188918
yiaO,2.76594818,0.000915392
lyxK,0.701775498,0.077169054
sgbH,0.715080606,0.314779531
sgbU,0.475667731,0.381573997
sgbE,0.202163981,0.567128676
yiaT,0.542984358,0.134088059
