Node	AbsOutCoh	AbsInCoh	NodeLevel	Network	FracInCoh	FracOutCoh	Diff_InOutCoh	TotCoh
ywrB	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
csbA	0.0	14.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.372389982440273
clpE	0.0	17.959476386832147	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	17.959476386832147
yqiI	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
des	0.0	13.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.97358018114592
ytxE	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ytxD	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
era	0.0	14.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.372389982440273
mapB	0.0	13.115520772164345	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.115520772164345
purQ	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
isp	0.0	11.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	11.401305506925581
purT	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
purD	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
tilS	3.0	17.880289026892935	Middle	224308_v2022_sSW22_regNetwork	0.8563238278868589	0.1436761721131411	0.7126476557737178	20.880289026892935
ykzG	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
purC	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
purB	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
purA	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
purF	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
purE	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
purK	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
purH	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
purN	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
purM	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
purL	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
efeN	0.0	18.211639207859534	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	18.211639207859534
ydcH	1.1036383235144358	12.158849752833085	Middle	224308_v2022_sSW22_regNetwork	0.9167849714803757	0.08321502851962426	0.8335699429607515	13.26248807634752
ydcG	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
eno	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
rapI	0.0	14.466812053111326	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.466812053111326
yqgI	0.0	17.434051082764825	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	17.434051082764825
plsX	0.0	13.043982862623723	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.043982862623723
rapB	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
secA	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
spoIIE	0.0	14.751607843491637	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.751607843491637
yqzE	0.0	15.757243589588144	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	15.757243589588144
azoR2	0.0	15.317369704052375	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	15.317369704052375
fabHA	0.0	13.617521055957631	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.617521055957631
maf	0.0	11.368609001672182	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	11.368609001672182
argC	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
groL	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
cwlO	0.0	13.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.97358018114592
yueD	0.0	12.008815304609378	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.008815304609378
cggR	2.2072766470288716	12.158849752833085	Middle	224308_v2022_sSW22_regNetwork	0.8463554763760062	0.15364452362399383	0.6927109527520123	14.366126399861956
levB	0.0	13.523869948711196	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.523869948711196
recU	0.0	14.368177330084615	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.368177330084615
engB	0.0	17.959476386832147	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	17.959476386832147
yuxH	0.0	10.338496426373329	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	10.338496426373329
mrgA	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
ribBA	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
mhqP	0.0	15.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	15.372389982440273
mhqA	0.0	13.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.97358018114592
mhqD	0.0	13.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.97358018114592
mhqE	0.0	13.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.97358018114592
citR	2.0	12.97358018114592	Middle	224308_v2022_sSW22_regNetwork	0.866431409468905	0.13356859053109504	0.7328628189378099	14.97358018114592
mhqN	0.0	13.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.97358018114592
mhqO	0.0	15.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	15.372389982440273
pyrAB	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
pyrAA	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ylxM	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ylxR	0.0	13.136463642791629	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.136463642791629
mrnC	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
rsiX	0.0	15.368177330084615	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	15.368177330084615
yotE	0.0	18.490843768011658	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	18.490843768011658
mtnA	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
divIB	0.0	16.044607081022896	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	16.044607081022896
mtnB	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
mtnE	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
mtnD	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ftsA	0.0	14.275716162059496	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.275716162059496
nadC	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
nadB	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
gudB	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ywbI	2.0	12.97358018114592	Middle	224308_v2022_sSW22_regNetwork	0.866431409468905	0.13356859053109504	0.7328628189378099	14.97358018114592
grpE	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
ftsH	0.0	17.880289026892935	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	17.880289026892935
glyA	0.0	13.341459622317398	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.341459622317398
mtnU	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
mtnW	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
nadR	2.2072766470288716	12.158849752833085	Middle	224308_v2022_sSW22_regNetwork	0.8463554763760062	0.15364452362399383	0.6927109527520123	14.366126399861956
ftsZ	0.0	14.275716162059496	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.275716162059496
ftsY	0.0	18.007047729711935	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	18.007047729711935
yfmO	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
dapA	0.0	18.334535534627115	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	18.334535534627115
dapG	0.0	18.334535534627115	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	18.334535534627115
rplV	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
rplW	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
eglS	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ywzB	0.0	14.212847841298336	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.212847841298336
rplS	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
rplP	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
rplQ	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
rplN	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
rplO	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
yqzL	0.0	14.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.372389982440273
yqzO	0.0	13.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.97358018114592
rplF	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
rplD	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
rplE	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
rplB	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
rplC	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ypqE	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ytfP	0.0	14.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.372389982440273
nrdF	0.0	19.299956113422127	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	19.299956113422127
yeaB	0.0	13.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.97358018114592
rbfA	0.0	13.136463642791629	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.136463642791629
metC	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
sda	0.0	14.992381833325307	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.992381833325307
tetL	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
metI	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
smc	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
yvcR	0.0	14.368177330084615	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.368177330084615
sbp	0.0	16.044607081022896	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	16.044607081022896
yvcS	0.0	14.368177330084615	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.368177330084615
frlD	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
prfB	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
yqxD	0.0	11.928540559075692	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	11.928540559075692
asd	0.0	18.334535534627115	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	18.334535534627115
recO	0.0	14.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.372389982440273
recA	0.0	11.201412669725881	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	11.201412669725881
recF	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ybbA	0.0	14.42877856678287	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.42877856678287
yurM	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
yurN	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
yurO	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
yurJ	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
carB	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
argB	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
carA	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
bmrA	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ybbR	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
argF	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
ybbP	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
arsR	1.4715177646859143	12.760253297437698	Middle	224308_v2022_sSW22_regNetwork	0.8966033279861979	0.1033966720138021	0.7932066559723958	14.231771062123613
htrA	0.0	14.368177330084615	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.368177330084615
BSU_misc_RNA_2	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
yfmP	0.7357588823429572	12.158849752833085	Middle	224308_v2022_sSW22_regNetwork	0.9429405805821952	0.05705941941780479	0.8858811611643904	12.894608635176041
ykuP	0.0	22.819791902566216	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	22.819791902566216
pgk	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
ykuO	0.0	22.819791902566216	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	22.819791902566216
citA	0.0	12.751232513989239	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.751232513989239
gtaB	0.0	14.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.372389982440273
degQ	0.0	13.101353172636895	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.101353172636895
ymfC	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
sacB	0.0	13.523869948711196	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.523869948711196
ahpC	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
sacY	4.0	13.523869948711196	Middle	224308_v2022_sSW22_regNetwork	0.7717399175121029	0.2282600824878971	0.5434798350242058	17.523869948711194
sacX	0.0	13.523869948711196	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.523869948711196
expZ	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
kinE	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
lutP	0.0	14.3303463846783	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.3303463846783
yqcK	0.0	12.760253297437698	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.760253297437698
ogt	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
pstB1	0.0	17.434051082764825	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	17.434051082764825
mbl	0.0	15.317369704052375	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	15.317369704052375
yszB	4.0	12.97358018114592	Middle	224308_v2022_sSW22_regNetwork	0.7643396409413283	0.23566035905867166	0.5286792818826567	16.97358018114592
parE	0.0	13.884495780330013	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.884495780330013
copA	0.0	13.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.97358018114592
parC	0.0	13.884495780330013	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.884495780330013
ywtC	0.0	12.008815304609378	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.008815304609378
ydfM	0.0	13.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.97358018114592
misCA	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
dnaA	25.0	10.338496426373329	Middle	224308_v2022_sSW22_regNetwork	0.29255620560748163	0.7074437943925184	-0.41488758878503673	35.338496426373325
opuAC	0.0	15.812680535593966	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	15.812680535593966
dnaG	0.0	11.928540559075692	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	11.928540559075692
copZ	0.0	13.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.97358018114592
tatAd	0.0	17.434051082764825	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	17.434051082764825
nifS	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
dnaJ	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
acpA	0.0	13.043982862623723	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.043982862623723
ypzF	0.0	14.317369704052375	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.317369704052375
ylqD	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
prs	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
prmA	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
sdhA	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
kinB	0.0	9.531333537991525	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	9.531333537991525
pdhB	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
sdhB	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
pdhD	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
kinC	0.0	12.599984999371795	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.599984999371795
minJ	0.0	10.848791485860087	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	10.848791485860087
dnaK	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
minD	0.0	11.389927664002878	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	11.389927664002878
lutC	0.0	10.82653060441873	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	10.82653060441873
yfkJ	0.0	14.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.372389982440273
licR	4.0	12.97358018114592	Middle	224308_v2022_sSW22_regNetwork	0.7643396409413283	0.23566035905867166	0.5286792818826567	16.97358018114592
licT	4.0	12.97358018114592	Middle	224308_v2022_sSW22_regNetwork	0.7643396409413283	0.23566035905867166	0.5286792818826567	16.97358018114592
aprX	0.0	13.884495780330013	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.884495780330013
gyrB	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
gabT	0.0	13.630061124438235	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.630061124438235
gabR	1.1036383235144358	12.158849752833085	Middle	224308_v2022_sSW22_regNetwork	0.9167849714803757	0.08321502851962426	0.8335699429607515	13.26248807634752
infB	0.0	13.136463642791629	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.136463642791629
yacP	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
groS	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
gabD	0.0	14.90990048906574	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.90990048906574
sbcD	0.0	10.311858345950773	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	10.311858345950773
ycnL	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ywmB	0.0	14.212847841298336	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.212847841298336
argD	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
comFA	0.0	12.17237289980717	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.17237289980717
comFB	0.0	12.17237289980717	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.17237289980717
comFC	0.0	12.17237289980717	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.17237289980717
ybfK	0.0	15.368177330084615	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	15.368177330084615
flgL	0.0	12.17237289980717	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.17237289980717
ybfM	0.0	15.368177330084615	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	15.368177330084615
cdd	0.0	14.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.372389982440273
ggaA	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
adaB	0.0	14.368177330084615	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.368177330084615
ggaB	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
menH	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ysxA	0.0	11.368609001672182	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	11.368609001672182
menD	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
menE	0.0	14.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.372389982440273
menF	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
comEB	0.0	10.311858345950773	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	10.311858345950773
menC	0.0	14.372389982440273	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.372389982440273
ybzG	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
clpX	0.0	17.959476386832147	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	17.959476386832147
nagP	0.0	11.803911665301818	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	11.803911665301818
ctaA	0.0	16.030126733315793	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	16.030126733315793
ccdB	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
clpP	0.0	18.083265150430787	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	18.083265150430787
ccdA	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
mtaB	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
yojE	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
jag	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
phrI	0.0	14.466812053111326	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.466812053111326
new_148755_148930	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
ssbA	0.0	10.311858345950773	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	10.311858345950773
fbp	0.0	12.97358018114592	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.97358018114592
clpQ	0.0	11.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	11.401305506925581
ntdB	0.0	13.81395621315727	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.81395621315727
ntdC	0.0	13.81395621315727	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.81395621315727
ntdA	0.0	13.81395621315727	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	13.81395621315727
ywpJ	0.0	12.158849752833085	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.158849752833085
txpA	0.0	14.599984999371795	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	14.599984999371795
argJ	0.0	12.401305506925581	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.401305506925581
csrA	0.0	12.17237289980717	Output	224308_v2022_sSW22_regNetwork	1.0	0.0	1.0	12.17237289980717
