Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
ERX3803292	ERR3801402	2020-03-05 09:13:30	2020-11-10 22:14:43	33706308	2561679408	0	76	868		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/ERR3801402/ERR3801402.1	Delta_ryhB_IL_3_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226224	SAMEA6460716	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460716							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	B5003CCF3FB4677D546EB3E2180CF149	04CACE302A0249DA3FA60FF6A7CDEFD4		
ERX3803293	ERR3801403	2020-03-05 09:13:30	2020-11-10 20:29:16	389739	27905723	0	71	9		https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR3801/ERR3801403	MGz1-delta-cyaR-pcyaR-37_1_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226225	SAMEA6460717	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460717							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	307D05C865287A5949180215AC11F422	FCAA880D36BE5C7B8823FFECD074013C		
ERX3803294	ERR3801404	2020-03-05 09:13:30	2020-11-10 21:03:35	3877080	278146543	0	71	90		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/ERR3801404/ERR3801404.1	MGz1-delta-cyaR-pcyaR-37_2_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226226	SAMEA6460718	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460718							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	4C32F50D280A05590FD6F61A769C94D2	1C65EC50C64D0E05C07275C54D3F3031		
ERX3803295	ERR3801405	2020-03-05 09:13:30	2020-11-10 21:09:38	19881098	1412513964	0	71	456		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/ERR3801405/ERR3801405.1	MGz1-delta-cyaR-pcyaR-37_3_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226227	SAMEA6460719	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460719							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	FA448BDEAB646C70A2D45F91B3C94855	271C6FC6858DD3AC7517C844C2EBC1A4		
ERX3803296	ERR3801406	2020-03-05 09:13:30	2020-11-10 20:30:13	3256919	233155732	0	71	77		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/ERR3801406/ERR3801406.1	MGz1-delta-cyaR-pjv-37_1_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226228	SAMEA6460720	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460720							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	66948028E990CA8A32840B30DB3F1C4F	81A6D93ACF905561559FCF1EA51454D7		
ERX3803297	ERR3801407	2020-03-05 09:13:30	2020-11-10 21:05:29	10911325	777398639	0	71	253		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/ERR3801407/ERR3801407.1	MGz1-delta-cyaR-pjv-37_2_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226229	SAMEA6460721	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460721							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	01259E80C7C4DFB408F9957AC05BF059	AD8DE1E86343B68E40506EB59444D33B		
ERX3803298	ERR3801408	2020-03-05 09:13:30	2020-11-10 21:08:29	16345020	1172790360	0	71	376		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/ERR3801408/ERR3801408.1	MGz1-delta-cyaR-pjv-37_3_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226230	SAMEA6460722	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460722							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	1F7DB17112298247CBFCFC0F37C5D8CA	F550E41CF36BD8602E51600241C5A726		
ERX3803299	ERR3801409	2020-03-05 09:13:31	2020-11-10 22:17:38	36813142	2797798792	0	76	937		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/ERR3801409/ERR3801409.1	MGz1_delta_arcZ_M1_1_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226231	SAMEA6460723	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460723							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	EEC85FA453E765A499B7D9A491E4A410	C2C35086350D9B586786C014C095090C		
ERX3803300	ERR3801410	2020-03-05 09:13:31	2020-11-10 20:34:44	13861291	1053458116	0	76	362		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/ERR3801410/ERR3801410.1	MGz1_delta_arcZ_M1_2_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226232	SAMEA6460724	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460724							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	8F7B3714D0C1F0B3EAF9F3CDC23D9198	D1D542CD9237F4A50A43E004281E1399		
ERX3803301	ERR3801411	2020-03-05 09:13:31	2020-11-10 20:32:34	7005374	532408424	0	76	186		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801411/ERR3801411.1	MGz1_delta_arcZ_M1_3_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226233	SAMEA6460725	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460725							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	ED8CE5CB6AED0027C892021F04C89752	758780F8C642FAC9E0114FACB71190ED		
ERX3803302	ERR3801412	2020-03-05 09:13:31	2020-11-10 22:25:06	37020957	2813592732	0	76	946		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801412/ERR3801412.1	MGz1_delta_arcZ_M2_1_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226234	SAMEA6460726	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460726							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	66335B2C742E9E9ED5DAE2F6A3152B3C	FDF1ADD470B95613F945F9CE0E5048C3		
ERX3803303	ERR3801413	2020-03-05 09:13:31	2020-11-10 20:29:41	1011390	76865640	0	76	27		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/ERR3801413/ERR3801413.1	MGz1_delta_arcZ_M2_2_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226235	SAMEA6460727	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460727							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	4B1337EBDA21EA522ABCEC54EC072315	3B3BFDA7A7C9BF614C9853A89EA2ED40		
ERX3803304	ERR3801414	2020-03-05 09:13:31	2020-11-10 21:47:38	25347204	1926387504	0	76	655		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/ERR3801414/ERR3801414.1	MGz1_delta_arcZ_M2_3_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226236	SAMEA6460728	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460728							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	30DB0BCBBE1DDF8D9F2345E654D4C40E	FF2DCE914AFFE84D008CBA854FEB3D1C		
ERX3803305	ERR3801415	2020-03-05 09:13:31	2020-11-10 20:31:04	4855807	369041332	0	76	129		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/ERR3801415/ERR3801415.1	MGz1_delta_arcZ_parcZ_1_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226237	SAMEA6460729	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460729							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	9508EF7B76E4D872E66CE2B666831A6C	EE9D9AC681FD222B904FD9D2222EE33F		
ERX3803306	ERR3801416	2020-03-05 09:13:31	2020-11-10 20:29:28	746665	56746540	0	76	20		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/ERR3801416/ERR3801416.1	MGz1_delta_arcZ_parcZ_2_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226238	SAMEA6460730	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460730							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	1FD3B0F73288B18DA75C829FF57873E1	5FE14E173796CEBC6C261899BEE1651E		
ERX3803307	ERR3801417	2020-03-05 09:13:31	2020-11-10 20:29:49	1231634	93604184	0	76	34		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801417/ERR3801417.1	MGz1_delta_arcZ_parcZ_3_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226239	SAMEA6460731	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460731							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	6F78A7D413A7A9313C19DEFA305D9720	65846274611E8EDB01E7F5807E4A02E3		
ERX3803308	ERR3801418	2020-03-05 09:13:31	2020-11-10 22:17:47	40326974	3064850024	0	76	1029		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801418/ERR3801418.1	MGz1_delta_arcZ_pjv_1_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226240	SAMEA6460732	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460732							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	4B812A120376C441925DD3FB24283ECC	92075B75F8111EDCD01275D73EDB261E		
ERX3803309	ERR3801419	2020-03-05 09:13:31	2020-11-10 20:59:11	60192014	4574593064	0	76	1512		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/ERR3801419/ERR3801419.1	MGz1_delta_arcZ_pjv_2_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226241	SAMEA6460733	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460733							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	4A7D06F1187C39C8E91EC40EEDD77892	CE2CB3F548F8395EC0012A9C6469E1A8		
ERX3803310	ERR3801420	2020-03-05 09:13:31	2020-11-10 20:47:11	38889880	2955630880	0	76	989		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/ERR3801420/ERR3801420.1	MGz1_delta_arcZ_pjv_3_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226242	SAMEA6460734	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460734							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	3F2F1ABEA2CAC520AD65F7C7D735A211	4AE7F2FEC0B0167580AF05D051EC2651		
ERX3803311	ERR3801421	2020-03-05 09:13:31	2020-11-10 20:46:35	46716956	3550488656	0	76	1161		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801421/ERR3801421.1	MGz1_delta_gcvB_pgcvB_1_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226243	SAMEA6460735	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460735							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	DAE179A4276EAEB432F6A2027AC5E5CC	3FC7DB7FE5DB801791A0F28B15F67466		
ERX3803312	ERR3801422	2020-03-05 09:13:31	2020-11-10 20:47:45	44740041	3400243116	0	76	1120		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801422/ERR3801422.1	MGz1_delta_gcvB_pgcvB_2_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226244	SAMEA6460736	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460736							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	548A993C5519D7AB6F83CA771CA2147E	602957CF4A9841A9162201216052A0FF		
ERX3803313	ERR3801423	2020-03-05 09:13:31	2020-11-10 21:05:50	11853532	900868432	0	76	296		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-22/ERR3801423/ERR3801423.1	MGz1_delta_gcvB_pgcvB_3_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226245	SAMEA6460737	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460737							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	BAB749E53E72114D49F0834FAC26BA62	0788DA4F8BE175AABE52EFF4B1E51B04		
ERX3803314	ERR3801424	2020-03-05 09:13:31	2020-11-10 20:30:29	3697483	281008708	0	76	96		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/ERR3801424/ERR3801424.1	MGz1_delta_gcvB_ptp_1_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226246	SAMEA6460738	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460738							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	082DD627C0C85F76C12C03C0AFC75D9A	E8E0B9188680A1677B8DEFA68F72A8B7		
ERX3803315	ERR3801425	2020-03-05 09:13:31	2020-11-10 20:33:03	8171059	621000484	0	76	212		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/ERR3801425/ERR3801425.1	MGz1_delta_gcvB_ptp_2_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226247	SAMEA6460739	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460739							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	4B80CF3B4D60AD456AE14D9920A934CA	FA61326488BD3AB1253B7892331ABB74		
ERX3803316	ERR3801426	2020-03-05 09:13:31	2020-11-10 21:05:33	12749419	968955844	0	76	327		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/ERR3801426/ERR3801426.1	MGz1_delta_gcvB_ptp_3_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226248	SAMEA6460740	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460740							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	A09BD161ADB3771A095666FDB060FC20	E01758F268B2BA9F979594DC43657CB3		
ERX3803317	ERR3801430	2020-03-05 09:13:31	2020-11-10 20:35:22	11444169	688548538	11444169	60	305		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/ERR3801430/ERR3801430.1	phfq_pBR_IPTG_noAra_1_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	70	35	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226249	SAMEA6460741	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460741							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	FCC9B05B3E1012095D9256D694892CBD	33913D55CE7EF819B18BAC4ADF538B90		
ERX3803318	ERR3801431	2020-03-05 09:13:31	2020-11-10 20:33:07	8456267	509077927	8456267	60	219		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801431/ERR3801431.1	phfq_pBR_IPTG_noAra_2_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	70	35	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226250	SAMEA6460742	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460742							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	9472EF5D6FF183630DFB22C71F741407	EF51065616679FFDDF4C0DFAB257D999		
ERX3803319	ERR3801432	2020-03-05 09:13:31	2020-11-10 21:07:01	10788456	649580896	10788456	60	274		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-23/ERR3801432/ERR3801432.1	phfq_pBR_IPTG_noAra_3_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	70	35	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226251	SAMEA6460743	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460743							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	7B580835FB6343C2589D7341CC3F3692	7CB7BB5F47713AC4984BFE0E544579A4		
ERX3803320	ERR3801433	2020-03-05 09:13:31	2020-11-10 21:07:50	15988694	962323791	15988694	60	417		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801433/ERR3801433.1	phfq_pmicA_IPTG_noAra_1_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	70	35	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226252	SAMEA6460744	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460744							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	7B65159E0A2B2A414CA5DC70AF172B6B	48BE70F54E880ECC985A984ED1CE4A5D		
ERX3803321	ERR3801434	2020-03-05 09:13:31	2020-11-10 21:06:54	12305092	740950847	12305092	60	315		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801434/ERR3801434.1	phfq_pmicA_IPTG_noAra_2_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	70	35	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226253	SAMEA6460745	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460745							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	9264DFFE6794FA71D9E8E7EC2732F163	7B531C23B22D9E54B4BC6CF271EDE562		
ERX3803322	ERR3801435	2020-03-05 09:13:31	2020-11-10 20:33:55	8589206	517126592	8589206	60	218		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801435/ERR3801435.1	phfq_pmicA_IPTG_noAra_3_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	70	35	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226254	SAMEA6460746	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460746							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	03E6D9C801E4AE228795B4C0B3770B77	39B68EB6EC74EA536C8CC4C073AC6EA7		
ERX3803323	ERR3801427	2020-03-05 09:13:31	2020-11-10 21:09:06	23066916	1753085616	0	76	591		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801427/ERR3801427.1	WT_IL_1_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226255	SAMEA6460747	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460747							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	CAC7EB29A6678603EF527C0C63A301D7	1DBB1E62EEFA443D48E345679244C428		
ERX3803324	ERR3801428	2020-03-05 09:13:31	2020-11-10 21:44:52	33587043	2552615268	0	76	883		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-25/ERR3801428/ERR3801428.1	WT_IL_2_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226256	SAMEA6460748	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460748							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	86863AD162F62D08E9883CE9C5322878	78D98A283F057A88708CE5062880F3F4		
ERX3803325	ERR3801429	2020-03-05 09:13:31	2020-11-10 22:14:32	32289572	2454007472	0	76	832		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos3/sra-pub-run-24/ERR3801429/ERR3801429.1	WT_IL_3_s	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119261	PRJEB36111		614299	ERS4226257	SAMEA6460749	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMEA6460749							no					Raya Faigenbaum-Romm; Meshi Barsheshet	ERA2338749		public	B3A8BA19A03E791B489A19B6BD7CADD9	FAB7E8F3BC9DAFC17B5B5ECBBBB54BF6		
ERX3873867	ERR3861816	2021-03-15 12:03:51	2021-03-15 22:18:37	7233433	537478830	0	74	207		https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3861/ERR3861816	unspecified	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119751	PRJEB36547		699787	ERS4281309	SAMEA6516889	simple	155864	Escherichia coli O157:H7 str. EDL933	SAMEA6516889							no					GLASGOW POLYOMICS	ERA2366937		public	43727D24E6F8F3DC75609BE66F76743A	16BCE22114CCBBFB1D41ADE649586C73		
ERX3873868	ERR3861817	2021-03-15 12:03:51	2021-03-15 22:18:17	8085835	599144904	0	74	228		https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3861/ERR3861817	unspecified	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119751	PRJEB36547		699787	ERS4281310	SAMEA6516890	simple	155864	Escherichia coli O157:H7 str. EDL933	SAMEA6516890							no					GLASGOW POLYOMICS	ERA2366937		public	1E54524D2479A2189C703C85E0D13C0B	FBD36FCFCB88359036B78064C2D71E73		
ERX3873869	ERR3861818	2021-03-15 12:03:51	2021-03-15 22:21:04	10452251	778174694	0	74	301		https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3861/ERR3861818	unspecified	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119751	PRJEB36547		699787	ERS4281311	SAMEA6516891	simple	155864	Escherichia coli O157:H7 str. EDL933	SAMEA6516891							no					GLASGOW POLYOMICS	ERA2366937		public	7CB355EC59B4A3CC3FDFE05B22980CE0	B085207EE316229EC108DCC6F604992E		
ERX3873870	ERR3861819	2021-03-15 12:03:51	2021-03-15 22:18:28	7443841	553380115	0	74	213		https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3861/ERR3861819	unspecified	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119751	PRJEB36547		699787	ERS4281312	SAMEA6516892	simple	155864	Escherichia coli O157:H7 str. EDL933	SAMEA6516892							no					GLASGOW POLYOMICS	ERA2366937		public	916164A3FA82F0EF453D69D2B332B753	4E6DFC03FC920A397883A7727D74315D		
ERX3873871	ERR3861820	2021-03-15 12:03:51	2021-03-15 22:19:53	9843882	732121603	0	74	283		https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3861/ERR3861820	unspecified	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119751	PRJEB36547		699787	ERS4281313	SAMEA6516893	simple	155864	Escherichia coli O157:H7 str. EDL933	SAMEA6516893							no					GLASGOW POLYOMICS	ERA2366937		public	E1C6C0D7A3DBD145023794BBE4F0C13B	637011E64E35168801D5E72DD44647F6		
ERX3873872	ERR3861821	2021-03-15 12:03:51	2021-03-15 22:17:40	5878159	436914925	0	74	165		https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3861/ERR3861821	unspecified	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119751	PRJEB36547		699787	ERS4281314	SAMEA6516894	simple	155864	Escherichia coli O157:H7 str. EDL933	SAMEA6516894							no					GLASGOW POLYOMICS	ERA2366937		public	7BC270645148A60287E2E1FE11F8CE27	247AC32119F86F36F24346694B00CD3E		
ERX3873873	ERR3861822	2021-03-15 12:03:51	2021-03-15 22:18:59	8351145	620174161	0	74	243		https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3861/ERR3861822	unspecified	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP119751	PRJEB36547		699787	ERS4281315	SAMEA6516895	simple	199310	Escherichia coli CFT073	SAMEA6516895							no					GLASGOW POLYOMICS	ERA2366937		public	E680BB630A40F0B5781BFAB12DD4C5AD	D38769CC1466B16FEEBB3AF3EE2272E4		
