Gene_name	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component
USA300HOU_0124	USA300HOU_0124	5775339		sirC	iron (Fe3+) ABC transporter membrane protein	Basal machinery
USA300HOU_0125	USA300HOU_0125	5776867		sirB	iron (Fe3+) ABC transporter membrane protein	Basal machinery
USA300HOU_0126	USA300HOU_0126	5775040		sirA	iron (Fe3+) ABC transporter binding protein	Basal machinery
USA300HOU_0140	USA300HOU_0140	5775085		galE	UDP-glucose 4-epimerase	Basal machinery
USA300HOU_0162	USA300HOU_0162	5775091			bifunctional acetaldehyde-CoA/alcohol dehydrogenase	Intermodular
USA300HOU_0163	USA300HOU_0163	5776109		cap5A	capsular polysaccharide biosynthesis protein Cap5A	Basal machinery
USA300HOU_0164	USA300HOU_0164	5776105		cap5B	capsular polysaccharide biosynthesis protein Cap5B	Basal machinery
USA300HOU_0165	USA300HOU_0165	5775599		cap5C	capsular polysaccharide biosynthesis protein Cap5C	Basal machinery
USA300HOU_0167	USA300HOU_0167	5776098		cap5E	capsular polysaccharide biosynthesis protein Cap5E	Basal machinery
USA300HOU_0168	USA300HOU_0168	5777069		cap5F	capsular polysaccharide biosynthesis protein Cap5F	Basal machinery
USA300HOU_0170	USA300HOU_0170	5775687		cap5H	capsular polysaccharide biosynthesis protein Cap5H	Basal machinery
USA300HOU_0171	USA300HOU_0171	5775911		cap5I	capsular polysaccharide biosynthesis protein Cap5I	Basal machinery
USA300HOU_0172	USA300HOU_0172	5775689		cap5J	capsular polysaccharide biosynthesis protein Cap5J	Basal machinery
USA300HOU_0173	USA300HOU_0173	5776416		cap5K	capsular polysaccharide synthesis protein Cap5K	Basal machinery
USA300HOU_0174	USA300HOU_0174	5777324		cap5L	capsular polysaccharide biosynthesis protein Cap5L	Basal machinery
USA300HOU_0175	USA300HOU_0175	5776087		cap5M	capsular polysaccharide biosynthesis protein Cap5M	Basal machinery
USA300HOU_0176	USA300HOU_0176	5776096		cap5N	capsular polysaccharide biosynthesis protein Cap5N	Basal machinery
USA300HOU_0177	USA300HOU_0177	5776117		cap5O	capsular polysaccharide biosynthesis protein Cap5O	Basal machinery
USA300HOU_0178	USA300HOU_0178	5776073		cap5P	capsular polysaccharide biosynthesis protein Cap5P	Basal machinery
USA300HOU_0179	USA300HOU_0179	5776114		isdG1	heme-degrading monooxygenase IsdI	Basal machinery
USA300HOU_0180	USA300HOU_0180	5776102			hypothetical protein	Basal machinery
USA300HOU_0181	USA300HOU_0181	5776113		aldH2	aldehyde dehydrogenase (NAD(+))	Basal machinery
USA300HOU_0193	USA300HOU_0193	5776724			holo-[acyl-carrier-protein] synthase	Basal machinery
USA300HOU_0206	USA300HOU_0206	5776808			PTS family sucrose porter component IIBC	Basal machinery
USA300HOU_0207	USA300HOU_0207	5776736			transcriptional regulator	Basal machinery
USA300HOU_0226	USA300HOU_0226	5776505			hypothetical protein	Basal machinery
USA300HOU_0233	USA300HOU_0233	5776514		pfl	formate acetyltransferase	Basal machinery
USA300HOU_0234	USA300HOU_0234	5775833		pflA	[formate-C-acetyltransferase]-activating enzyme	Basal machinery
USA300HOU_0238	USA300HOU_0238	5775850			staphylocoagulase precursor	M12.1
USA300HOU_0249	USA300HOU_0249	5775729		hmp	nitric oxide dioxygenase	M12.1
USA300HOU_0265	USA300HOU_0265	5776812		tagF	CDP-glycerol glycerophosphotransferase	Basal machinery
USA300HOU_0271	USA300HOU_0271	5776163		lytS	sensor histidine kinase LytS	Basal machinery
USA300HOU_0272	USA300HOU_0272	5776654		lytR	response regulator LytR	M12.9
USA300HOU_0289	USA300HOU_0289	5776846		lytM	peptidoglycan hydrolase	Intermodular
USA300HOU_0297	USA300HOU_0297	5776722		esxA	hypothetical protein	Basal machinery
USA300HOU_0340	USA300HOU_0340	5776104		lip1	triacylglycerol lipase	Basal machinery
USA300HOU_0351	USA300HOU_0351	5776953			PTS family porter component IIB	Basal machinery
USA300HOU_0354	USA300HOU_0354	5776896			transcriptional regulator	M9
USA300HOU_0355	USA300HOU_0355	5776972			MATE family multi-antimicrobial extrusion protein	M9
USA300HOU_0383	USA300HOU_0383	5776777			hypothetical protein	Basal machinery
USA300HOU_0395	USA300HOU_0395	5777607			hypothetical protein	Basal machinery
USA300HOU_0401	USA300HOU_0401	5777554			hypothetical protein	Basal machinery
USA300HOU_0404	USA300HOU_0404	5777575		ahpC1	alkyl hydroperoxide reductase subunit C	Basal machinery
USA300HOU_0410	USA300HOU_0410	5776602			hypothetical protein	Basal machinery
USA300HOU_0435	USA300HOU_0435	5775938		set	superantigen-like protein	Basal machinery
USA300HOU_0436	USA300HOU_0436	5775300			hypothetical protein	Basal machinery
USA300HOU_0457	USA300HOU_0457	5775237			NADH dehydrogenase subunit 5	Basal machinery
USA300HOU_0458	USA300HOU_0458	5775244	A8Z0V3		hypothetical protein	Basal machinery
USA300HOU_0515	USA300HOU_0515	5777390		ctsR	CtsR family transcriptional regulator	M4
USA300HOU_0527	USA300HOU_0527	5776831			hypothetical protein	Global regulator
USA300HOU_0559	USA300HOU_0559	5776755			glycosyltransferase	Basal machinery
USA300HOU_0564	USA300HOU_0564	5776750			3-hexulose-6-phosphate synthase	Basal machinery
USA300HOU_0565	USA300HOU_0565	5776749			glucose-6-phosphate isomerase	Basal machinery
USA300HOU_0572	USA300HOU_0572	5776732			hypothetical protein	Basal machinery
USA300HOU_0577	USA300HOU_0577	5776641			APC family amino acid-polyamine-organocation transporter	Basal machinery
USA300HOU_0610	USA300HOU_0610	5776449		adh	alcohol dehydrogenase	M12.1
USA300HOU_0621	USA300HOU_0621	5776078			hydrolase	Basal machinery
USA300HOU_0622	USA300HOU_0622	5776061		sarA	staphylococcal accessory regulator A	Global regulator
USA300HOU_0642	USA300HOU_0642	5775514			bacteriophage integrase	Basal machinery
USA300HOU_0651	USA300HOU_0651	5775165			ABC transporter ATP-binding protein	M6
USA300HOU_0652	USA300HOU_0652	5775104			ABC transporter ATP-binding protein	M6
USA300HOU_0653	USA300HOU_0653	5775102			ABC transporter ATP-binding protein	M6
USA300HOU_0654	USA300HOU_0654	5774905			metal-dependent transcriptional regulator	M6
USA300HOU_0663	USA300HOU_0663	5775992			ABC transporter ATP-binding protein	M7
USA300HOU_0668	USA300HOU_0668	5777465		fhuC	iron (Fe3+) ABC transporter ATP-binding protein	Basal machinery
USA300HOU_0669	USA300HOU_0669	5775276		fhuB	iron (Fe3+) ABC transporter membrane protein	Basal machinery
USA300HOU_0670	USA300HOU_0670	5775296		fhuG	iron (Fe3+) ABC transporter membrane protein	Basal machinery
USA300HOU_0671	USA300HOU_0671	5775393			glycerone kinase	Basal machinery
USA300HOU_0686	USA300HOU_0686	5776663			LysM domain-containing protein	M12.7
USA300HOU_0689	USA300HOU_0689	5777422		sarX	hypothetical protein	M12.1
USA300HOU_0701	USA300HOU_0701	5775701			hypothetical protein	Basal machinery
USA300HOU_0703	USA300HOU_0703	5775431			hypothetical protein	Basal machinery
USA300HOU_0704	USA300HOU_0704	5775820	A8YZV2		hypothetical protein	Basal machinery
USA300HOU_0705	USA300HOU_0705	5777625			hypothetical protein	Basal machinery
USA300HOU_0709	USA300HOU_0709	5777088			MarR family transcriptional regulator	Global regulator
USA300HOU_0718	USA300HOU_0718	5777298		norA	major facilitator transporter	M7
USA300HOU_0728	USA300HOU_0728	5775988		saeS	sensor histidine kinase SaeS	Basal machinery
USA300HOU_0729	USA300HOU_0729	5775426		saeR	response regulator SaeR	Global regulator
USA300HOU_0730	USA300HOU_0730	5775574			hypothetical protein	Basal machinery
USA300HOU_0731	USA300HOU_0731	5776992			hypothetical protein	Basal machinery
USA300HOU_0734	USA300HOU_0734	5775588			6-pyruvoyltetrahydropterin synthase	Basal machinery
USA300HOU_0749	USA300HOU_0749	5777029	A8YZZ7	dgkA1	diacylglycerol kinase	Basal machinery
USA300HOU_0759	USA300HOU_0759	5776423			iron (Fe+3) ABC transporter membrane protein	Basal machinery
USA300HOU_0783	USA300HOU_0783	5777519			hypothetical protein	M12.7
USA300HOU_0792	USA300HOU_0792	5776410		trxB1	thioredoxin-disulfide reductase	M12.1
USA300HOU_0819	USA300HOU_0819	5777143		clfA	fibrinogen-binding protein	Basal machinery
USA300HOU_0821	USA300HOU_0821	5775143		emp	extracellular matrix protein-binding protein	Basal machinery
USA300HOU_0823	USA300HOU_0823	5776691		nuc	micrococcal nuclease	Basal machinery
USA300HOU_0830	USA300HOU_0830	5775365			hypothetical protein	Basal machinery
USA300HOU_0833	USA300HOU_0833	5776386			hypothetical protein	Basal machinery
USA300HOU_0835	USA300HOU_0835	5776704		osmC	osmotically inducible protein OsmC	Basal machinery
USA300HOU_0868	USA300HOU_0868	5775847			hypothetical protein	Basal machinery
USA300HOU_0869	USA300HOU_0869	5776421			hypothetical protein	Basal machinery
USA300HOU_0870	USA300HOU_0870	5776513			ABC transporter ATP-binding protein	Basal machinery
USA300HOU_0871	USA300HOU_0871	5776555			ABC transporter ATP-binding protein	Basal machinery
USA300HOU_0873	USA300HOU_0873	5776576		sufS	selenocysteine lyase	Basal machinery
USA300HOU_0874	USA300HOU_0874	5776550		iscU	iron-sulfur (Fe-S) cluster formation protein IscU	Basal machinery
USA300HOU_0875	USA300HOU_0875	5776540			ABC transporter ATP-binding protein	Basal machinery
USA300HOU_0892	USA300HOU_0892	5776129			hypothetical protein	Basal machinery
USA300HOU_0894	USA300HOU_0894	5776139		dltB	D-alanine transfer protein DltB	Basal machinery
USA300HOU_0896	USA300HOU_0896	5776143		dltD	D-alanine transfer protein DltD	Basal machinery
USA300HOU_0916	USA300HOU_0916	5776531		rocD	ornithine--oxo-acid transaminase	Basal machinery
USA300HOU_0917	USA300HOU_0917	5776551		gudB	glutamate dehydrogenase	Basal machinery
USA300HOU_0918	USA300HOU_0918	5776549		glpQ2	glycerophosphodiester phosphodiesterase	Basal machinery
USA300HOU_0933	USA300HOU_0933	5775314		clpB	endopeptidase ClpB	M4
USA300HOU_0955	USA300HOU_0955	5777570		spxA	transcriptional regulator Spx	M12.1
USA300HOU_0986	USA300HOU_0986	5775951			hypothetical protein	Basal machinery
USA300HOU_0994	USA300HOU_0994	5775615		sspC	I57 family staphostatin B	Basal machinery
USA300HOU_0995	USA300HOU_0995	5775601		sspB	C47 family staphopain B	Basal machinery
USA300HOU_0996	USA300HOU_0996	5776360		sspA	glutamyl endopeptidase	Intermodular
USA300HOU_0997	USA300HOU_0997	5776559			bifunctional N-acetylmuramoyl-L-alanine amidase/mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	M12.7
USA300HOU_1090	USA300HOU_1090	5776737			hypothetical protein	Basal machinery
USA300HOU_1094	USA300HOU_1094	5776062			fibrinogen-binding protein	Basal machinery
USA300HOU_1095	USA300HOU_1095	5776553			fibrinogen-binding protein	Basal machinery
USA300HOU_1099	USA300HOU_1099	5776959		hly	alpha-hemolysin	M12.1
USA300HOU_1112	USA300HOU_1112	5775106			anti protein	M12.1
USA300HOU_1113	USA300HOU_1113	5776926			anti protein	M12.1
USA300HOU_1131	USA300HOU_1131	5776246			lactoylglutathione lyase	Basal machinery
USA300HOU_1140	USA300HOU_1140	5776017		carA	carbamoyl phosphate synthase small subunit	Basal machinery
USA300HOU_1178	USA300HOU_1178	5776079		lytN	C51 family D-Ala-D-Gly carboxypeptidase	Basal machinery
USA300HOU_1192	USA300HOU_1192	5776352		uppS	di-trans, poly-cis-decaprenylcistransferase	Basal machinery
USA300HOU_1209	USA300HOU_1209	5776040			GntR family transcriptional regulator	Basal machinery
USA300HOU_1212	USA300HOU_1212	5776930			short chain dehydrogenase	Basal machinery
USA300HOU_1230	USA300HOU_1230	5775142		glpF	MIP family major intrinsic protein channel protein	Basal machinery
USA300HOU_1233	USA300HOU_1233	5776315			lysophophospholipase	Basal machinery
USA300HOU_1268	USA300HOU_1268	5775603		nucA	thermonuclease	Basal machinery
USA300HOU_1277	USA300HOU_1277	5776675		katA	catalase	Basal machinery
USA300HOU_1283	USA300HOU_1283	5776507		acnA	aconitate hydratase	Intermodular
USA300HOU_1309	USA300HOU_1309	5775849		femA	methicillin resistance factor FemA	Basal machinery
USA300HOU_1316	USA300HOU_1316	5776932			oligopeptide ABC transporter membrane protein	Basal machinery
USA300HOU_1318	USA300HOU_1318	5776900			M3 family oligoendopeptidase F	Basal machinery
USA300HOU_1319	USA300HOU_1319	5777119			PnaS family phosphate:sodium (Na+) symporter	Basal machinery
USA300HOU_1320	USA300HOU_1320	5776925		pstB	phosphate ABC transporter ATP-binding protein	Basal machinery
USA300HOU_1321	USA300HOU_1321	5776323		pstA	phosphate ABC transporter ATP-binding protein	Basal machinery
USA300HOU_1322	USA300HOU_1322	5776580		pstC	phosphate ABC transporter ATP-binding protein	Basal machinery
USA300HOU_1324	USA300HOU_1324	5776872		pstS	phosphate ABC transporter ATP-binding protein	Basal machinery
USA300HOU_1343	USA300HOU_1343	5775074			hypothetical protein	Basal machinery
USA300HOU_1349	USA300HOU_1349	5775656			sensor histidine kinase	Basal machinery
USA300HOU_1350	USA300HOU_1350	5776364		arlR	response regulator	Global regulator
USA300HOU_1379	USA300HOU_1379	5776053			hypothetical protein	Basal machinery
USA300HOU_1434	USA300HOU_1434	5776892			hypothetical protein	Basal machinery
USA300HOU_1493	USA300HOU_1493	5777006		srrB	sensor histidine kinase SrrB	M12.1
USA300HOU_1494	USA300HOU_1494	5777251		srrA	response regulator SrrA	Global regulator
USA300HOU_1499	USA300HOU_1499	5777165			Fur family transcriptional regulator	Global regulator
USA300HOU_1537	USA300HOU_1537	5777002		gcvPA	glycine dehydrogenase subunit 1	Basal machinery
USA300HOU_1541	USA300HOU_1541	5777257			hypothetical protein	Basal machinery
USA300HOU_1542	USA300HOU_1542	5777168			hypothetical protein	Basal machinery
USA300HOU_1543	USA300HOU_1543	5777262		pulG	hypothetical protein	Basal machinery
USA300HOU_1544	USA300HOU_1544	5777263			competence protein ComGC	Basal machinery
USA300HOU_1545	USA300HOU_1545	5777162		pulF	competence protein ComGB	Basal machinery
USA300HOU_1546	USA300HOU_1546	5777269			competence protein ComGA	Basal machinery
USA300HOU_1556	USA300HOU_1556	5775299			Fur family transcriptional regulator	M11
USA300HOU_1557	USA300HOU_1557	5775057			ABC transporter ATP-binding protein	M11
USA300HOU_1558	USA300HOU_1558	5775451			ABC transporter ATP-binding protein	M11
USA300HOU_1561	USA300HOU_1561	5775023			hypothetical protein	Basal machinery
USA300HOU_1563	USA300HOU_1563	5777536		rpoD	RNA polymerase sigma factor RpoD	Basal machinery
USA300HOU_1564	USA300HOU_1564	5776494		dnaG	DNA primase	Basal machinery
USA300HOU_1588	USA300HOU_1588	5775813		holA	DNA polymerase III subunit delta	Basal machinery
USA300HOU_1589	USA300HOU_1589	5775996		comEC	competence protein ComEC	Basal machinery
USA300HOU_1590	USA300HOU_1590	5777075		comEB	competence protein ComEB	Basal machinery
USA300HOU_1591	USA300HOU_1591	5775580		comEA	competence protein comEA	Basal machinery
USA300HOU_1603	USA300HOU_1603	5777288			enterotoxin	Basal machinery
USA300HOU_1625	USA300HOU_1625	5777035			hypothetical protein	Basal machinery
USA300HOU_1680	USA300HOU_1680	5777601			alkaline phosphatase synthesis transcriptional regulatory protein	Basal machinery
USA300HOU_1681	USA300HOU_1681	5777556		icd	isocitrate dehydrogenase	Basal machinery
USA300HOU_1682	USA300HOU_1682	5777591		citZ	methylcitrate synthase	Intermodular
USA300HOU_1720	USA300HOU_1720	5777015			cell wall surface anchored protein	Basal machinery
USA300HOU_1725	USA300HOU_1725	5776367		ccpA	catabolite control protein A	M12.3
USA300HOU_1753	USA300HOU_1753	5776090		rot	repressor of toxins Rot	Global regulator
USA300HOU_1756	USA300HOU_1756	5776570		putA	proline dehydrogenase	Basal machinery
USA300HOU_1787	USA300HOU_1787	5776333			hypothetical protein	Basal machinery
USA300HOU_1817	USA300HOU_1817	5776178		lukD	leukotoxin LukD	Basal machinery
USA300HOU_1818	USA300HOU_1818	5776193		lukE	leukotoxin LukE	Basal machinery
USA300HOU_1848	USA300HOU_1848	5777173			hypothetical protein	Basal machinery
USA300HOU_1849	USA300HOU_1849	5777149			hypothetical protein	Basal machinery
USA300HOU_1856	USA300HOU_1856	5777147			Fur family transcriptional regulator	Global regulator
USA300HOU_1858	USA300HOU_1858	5776699		bcp	peroxiredoxin	Basal machinery
USA300HOU_1862	USA300HOU_1862	5775131	A8YY39		hypothetical protein	Basal machinery
USA300HOU_1870	USA300HOU_1870	5775627			C56 family endopeptidase PfpI	Basal machinery
USA300HOU_1891	USA300HOU_1891	5774885			ferritin	Intermodular
USA300HOU_1910	USA300HOU_1910	5776003			C47 family staphopain protease	Basal machinery
USA300HOU_1911	USA300HOU_1911	5774910			hypothetical protein	Basal machinery
USA300HOU_1942	USA300HOU_1942	5777516		mapW2	cell surface protein MapW2	Basal machinery
USA300HOU_1949	USA300HOU_1949	5776185		sak	staphylokinase	Basal machinery
USA300HOU_2011	USA300HOU_2011	5776832			leukocidin subunit	Basal machinery
USA300HOU_2013	USA300HOU_2013	5776217			leukocidin subunit	M12.1
USA300HOU_2033	USA300HOU_2033	5777317		agrD	accessory gene regulator protein D	M12.1
USA300HOU_2034	USA300HOU_2034	5775728		agrC	accessory gene regulator protein C	M12.1
USA300HOU_2035	USA300HOU_2035	5775175		agrA	accessory gene regulator protein A	M12.1
USA300HOU_2059	USA300HOU_2059	5775009		fliA	RNA polymerase sigma factor SigB	Global regulator
USA300HOU_2061	USA300HOU_2061	5775249		rsbV	anti-sigma B factor antagonist	M3
USA300HOU_2062	USA300HOU_2062	5775291		rsbU	sigma factor B regulator	M3
USA300HOU_2074	USA300HOU_2074	5774997		kdpD	sensor histidine kinase KdpD	Basal machinery
USA300HOU_2079	USA300HOU_2079	5776796			FtsW/RodA/SpoVE family cell division protein	Basal machinery
USA300HOU_2081	USA300HOU_2081	5775006			hypothetical protein	Basal machinery
USA300HOU_2090	USA300HOU_2090	5774878		murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Basal machinery
USA300HOU_2110	USA300HOU_2110	5774889		aldA	aldehyde dehydrogenase	Basal machinery
USA300HOU_2114	USA300HOU_2114	5774959			hypothetical protein	Basal machinery
USA300HOU_2118	USA300HOU_2118	5776068			acetyltransferase	Basal machinery
USA300HOU_2124	USA300HOU_2124	5774846			hypothetical protein	Basal machinery
USA300HOU_2128	USA300HOU_2128	5775236		dps	Dps family stress protein	Basal machinery
USA300HOU_2131	USA300HOU_2131	5775003			hypothetical protein	Basal machinery
USA300HOU_2132	USA300HOU_2132	5775260		manA1	mannose-6-phosphate isomerase	Basal machinery
USA300HOU_2133	USA300HOU_2133	5774948			hypothetical protein	Basal machinery
USA300HOU_2134	USA300HOU_2134	5774965		czrA	transcriptional regulator CzrA	M2
USA300HOU_2135	USA300HOU_2135	5774921		czrB	CDF family cation diffusion facilitator	M2
USA300HOU_2147	USA300HOU_2147	5775235		bglG	transcriptional antiterminator	Basal machinery
USA300HOU_2172	USA300HOU_2172	5776024			major facilitator transporter	Basal machinery
USA300HOU_2175	USA300HOU_2175	5775308		asp23	alkaline shock protein 23	Basal machinery
USA300HOU_2176	USA300HOU_2176	5776232			hypothetical protein	Basal machinery
USA300HOU_2177	USA300HOU_2177	5777221			hypothetical protein	Basal machinery
USA300HOU_2178	USA300HOU_2178	5777003			BCCT family betaine/carnitine/choline transporter	Basal machinery
USA300HOU_2183	USA300HOU_2183	5777393		lacE	PTS family lactose-N,N-diacetylchitobiose-beta-glucoside (lac) porter component IIBC	M13
USA300HOU_2184	USA300HOU_2184	5775157		lacF	PTS system, lactose-specific IIA component	M13
USA300HOU_2189	USA300HOU_2189	5775497		lacR	lactose phosphotransferase system repressor	M13
USA300HOU_2200	USA300HOU_2200	5775479			hypothetical protein	Basal machinery
USA300HOU_2201	USA300HOU_2201	5775471		alsD	acetolactate decarboxylase	Intermodular
USA300HOU_2202	USA300HOU_2202	5776868		alsS	acetolactate synthase	Intermodular
USA300HOU_2248	USA300HOU_2248	5776405			hypothetical protein	Global regulator
USA300HOU_2266	USA300HOU_2266	5775017			iron (Fe+3) ABC transporter binding protein	Basal machinery
USA300HOU_2276	USA300HOU_2276	5777506		sarR	staphylococcal accessory regulator A	M12.1
USA300HOU_2280	USA300HOU_2280	5776485			secretory antigen SsaA	M12.7
USA300HOU_2282	USA300HOU_2282	5777339		nhaC	NhaC family Na(+)/H(+) antiporter	Basal machinery
USA300HOU_2283	USA300HOU_2283	5776282			D-octopine dehydrogenase	Basal machinery
USA300HOU_2285	USA300HOU_2285	5774979		ssaA	secretory antigen SsaA	M12.7
USA300HOU_2290	USA300HOU_2290	5776021			hypothetical protein	Basal machinery
USA300HOU_2291	USA300HOU_2291	5776998			formate dehydrogenase alpha subunit	Basal machinery
USA300HOU_2308	USA300HOU_2308	5775796			dehydrogenase	Basal machinery
USA300HOU_2326	USA300HOU_2326	5775955			ESS family glutamate:sodium (Na+) symporter	Basal machinery
USA300HOU_2339	USA300HOU_2339	5775794		tcaR	transcriptional regulator TcaR	M12.2
USA300HOU_2342	USA300HOU_2342	5777496		htrB	hemin ABC transporter ATP-binding protein	M8
USA300HOU_2343	USA300HOU_2343	5777308		htrA	hemin ABC transporter membrane protein	M8
USA300HOU_2354	USA300HOU_2354	5775107			acetyltransferase	Basal machinery
USA300HOU_2368	USA300HOU_2368	5777434			transcriptional regulator	Global regulator
USA300HOU_2376	USA300HOU_2376	5775411		narI	nitrate reductase gamma subunit	Intermodular
USA300HOU_2377	USA300HOU_2377	5776474		narJ	nitrate reductase delta subunit	Intermodular
USA300HOU_2378	USA300HOU_2378	5775807		narH	nitrate reductase beta subunit	Intermodular
USA300HOU_2379	USA300HOU_2379	5775772		narG	nitrate reductase alpha subunit	Intermodular
USA300HOU_2382	USA300HOU_2382	5774966		nirB	nitrite reductase (NAD(P)H) large subunit	Intermodular
USA300HOU_2383	USA300HOU_2383	5775817		nirR	transcriptional regulator NirR	Intermodular
USA300HOU_2402	USA300HOU_2402	5777291		hlgA	gamma-hemolysin component A	Basal machinery
USA300HOU_2404	USA300HOU_2404	5777522		hlgC	gamma hemolysin component C	Basal machinery
USA300HOU_2405	USA300HOU_2405	5776397		hlgB	gamma hemolysin component B	Basal machinery
USA300HOU_2416	USA300HOU_2416	5775344			hypothetical protein	Basal machinery
USA300HOU_2441	USA300HOU_2441	5775523		pnbA	carboxylesterase	Basal machinery
USA300HOU_2442	USA300HOU_2442	5775702			major facilitator superfamily chloramphenicol:cation symporter	Basal machinery
USA300HOU_2443	USA300HOU_2443	5775410			ABC transporter ATP-binding protein	Basal machinery
USA300HOU_2444	USA300HOU_2444	5775855			ABC transporter ATP-binding protein	Basal machinery
USA300HOU_2465	USA300HOU_2465	5775726			hypothetical protein	Basal machinery
USA300HOU_2487	USA300HOU_2487	5777583		sarT	staphylococcal accessory regulator T	Global regulator
USA300HOU_2488	USA300HOU_2488	5777576		sarU	staphylococcal accessory regulator U	M12.1
USA300HOU_2490	USA300HOU_2490	5777614		fnbB	fibronectin-binding protein B	M10
USA300HOU_2491	USA300HOU_2491	5777617		fnbA	fibronectin-binding protein A	Basal machinery
USA300HOU_2492	USA300HOU_2492	5777579		gntP	GntP family gluconate:proton (H+) symporter	Basal machinery
USA300HOU_2497	USA300HOU_2497	5774953			hypothetical protein	Basal machinery
USA300HOU_2531	USA300HOU_2531	5774852		ilvB2	pyruvate oxidase	Intermodular
USA300HOU_2532	USA300HOU_2532	5774837			hypothetical protein	Intermodular
USA300HOU_2534	USA300HOU_2534	5774972			LysR family transcriptional regulator	M12.4
USA300HOU_2542	USA300HOU_2542	5774849		clp	endopeptidase Clp	Basal machinery
USA300HOU_2551	USA300HOU_2551	5774864			hypothetical protein	Basal machinery
USA300HOU_2556	USA300HOU_2556	5774893		crtN	squalene synthase	Basal machinery
USA300HOU_2561	USA300HOU_2561	5775630			secretory antigen	M12.7
USA300HOU_2564	USA300HOU_2564	5774919		isaA	immunodominant antigen A	M12.7
USA300HOU_2574	USA300HOU_2574	5775682			hypothetical protein	Basal machinery
USA300HOU_2575	USA300HOU_2575	5774902			hydrolase	Basal machinery
USA300HOU_2587	USA300HOU_2587	5774941			hypothetical protein	Basal machinery
USA300HOU_2632	USA300HOU_2632	5776296		arcC3	carbamate kinase	M12.1
USA300HOU_2633	USA300HOU_2633	5777508		arcD3	APC family amino acid-polyamine-organocation transporter	M12.1
USA300HOU_2634	USA300HOU_2634	5776378		arcB3	ornithine carbamoyltransferase	M12.1
USA300HOU_2635	USA300HOU_2635	5776425		arcA3	arginine deiminase	Intermodular
USA300HOU_2637	USA300HOU_2637	5776666		aur	zinc metalloproteinase aureolysin	M12.1
USA300HOU_2638	USA300HOU_2638	5775242		isaB	immunodominant antigen B	Basal machinery
USA300HOU_2643	USA300HOU_2643	5775268			bacteriophage infection protein	Basal machinery
USA300HOU_2645	USA300HOU_2645	5775971			isochorismatase hydrolase	Basal machinery
USA300HOU_2646	USA300HOU_2646	5775591		sasF	LPXTG family cell wall surface anchor protein	M12.2
USA300HOU_2654	USA300HOU_2654	5777568			serine-threonine rich protein	Basal machinery
USA300HOU_2655	USA300HOU_2655	5775481			hypothetical protein	Basal machinery
USA300HOU_2658	USA300HOU_2658	5777543			hypothetical protein	Basal machinery
USA300HOU_2665	USA300HOU_2665	5775273		icaR	ica operon transcriptional regulator R	M12.1
USA300HOU_2666	USA300HOU_2666	5776135		icaA	N-glycosyltransferase PgaC	Intermodular
USA300HOU_2667	USA300HOU_2667	5777497		icaD	intercellular adhesion protein D	Intermodular
USA300HOU_2668	USA300HOU_2668	5775183		icaB	intercellular adhesion protein B	Intermodular
USA300HOU_2669	USA300HOU_2669	5777513		icaC	intercellular adhesion protein C	Intermodular
USA300HOU_2671	USA300HOU_2671	5775909		lip	triacylglycerol lipase	Basal machinery
USA300HOU_2702	USA300HOU_2702	5777432			hypothetical protein	Basal machinery
USA300HOU_nc0020	USA300HOU_nc0020	5777445				M12.1
USA300HOU_pUSA300HOUMR0007	USA300HOU_pUSA300HOUMR0007	5774812		cadR	cadmium binding protein	M5
USA300HOU_pUSA300HOUMR0008	USA300HOU_pUSA300HOUMR0008	5774809		cadX	cadmium efflux regulator	M5
USA300HOU_pUSA300HOUMR0011	USA300HOU_pUSA300HOUMR0011	5774822		blaZ	beta-lactamase	M1
USA300HOU_pUSA300HOUMR0013	USA300HOU_pUSA300HOUMR0013	5774813		blaI	beta-lactamase regulator BlaI	M1
agrB	USA300HOU_2032	5776677	A8Z4U0		accessory gene regulator protein B	M12.1
arcR	USA300HOU_2631	5775785	A8Z5D0		transcriptional regulator	M12.1
aroK	USA300HOU_1539	5777247	A8Z477		shikimate kinase	Basal machinery
cidA	USA300HOU_2533	5774912	A8Z3D9		hypothetical protein	Intermodular
clpP	USA300HOU_0797	5775359	A8Z045		endopeptidase ClpP	M4
codY	USA300HOU_1186	5775554	A8Z3T5		transcriptional repressor CodY	M12.1
dltA	USA300HOU_0893	5776138	A8Z1J1		D-alanine--D-alanyl carrier protein ligase	Basal machinery
dltC	USA300HOU_0895	5776132	A8Z1J3		D-alanine--poly(phosphoribitol) ligase subunit 2	Basal machinery
dnaK	USA300HOU_1581	5775406	A8Z4B9		chaperone DnaK	M4
ebh	USA300HOU_1372	5777066	A8Z414		extracellular matrix binding protein	Basal machinery
fabZ	USA300HOU_2089	5775624	A8Z4Z7		(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase	Basal machinery
fhs	USA300HOU_1721	5775307	A8Z2Q0		formate--tetrahydrofolate ligase	Basal machinery
gcvPB	USA300HOU_1536	5777115	A8Z474		glycine dehydrogenase subunit 2	Basal machinery
gcvT	USA300HOU_1538	5777004	A8Z476		glycine cleavage system aminomethyltransferase T	Basal machinery
