,YieP,GlpR,YgbI,efeU-repair,ydcI-KO,BW25113,proVWX,DhaR/Mlc,ArgR,YneJ,NarL,e14-deletion,MalT,OxyR,Crp-2,AtoC,PurR-1,yheO-KO,CsqR,MetJ,entC-menF-KO,uncharacterized-6,PurR-2,Cbl+CysB,GlcC,Crp-1,YiaJ,GcvA,XylR,fur-KO,RpoH,GadEWX,translation,PrpR,GadWX,fimbriae,CecR,uncharacterized-4,ArcA-1,nitrate-related,Fnr,CdaR,Pyruvate,SrlR+GutM,NagC/TyrR,CpxR,thrA-KO,Lrp,deletion-1,Leu/Ile,deletion-2,Fur-1,uncharacterized-5,Thiamine,CysB,FliA,PuuR,NikR,NtrC+RpoN,RcsAB,His-tRNA,Fur-2,Copper,AllR/AraC/FucR,Cra,ArcA-2,EvgA,uncharacterized-2,Zinc,SoxS,Nac,Tryptophan,curli,gadWX-KO,flu-yeeRS,uncharacterized-1,FadR/IclR,lipopolysaccharide,FlhDC,crp-KO,GntR/TyrR,purR-KO,RpoS,membrane,duplication-1,uncharacterized-3,ExuR/FucR,FecI,iron-related,RbsR,sgrT,insertion
b3442,-0.0088131647,-0.0055212248,-0.0068970672,-0.0278676113,-0.0181352226,-0.0040006387,-0.0030638839,0.0081506146,0.0046000784,-0.0179263501,-0.0062208108,-0.0099529752,0.0001550649,-0.0359595203,0.0055628969,-0.0030575165,0.0156478888,0.0081424575,0.0167157783,-0.008284068,-0.0202957014,0.0033628975,0.0010381185,0.0095759903,-0.0082367329,-0.0055276677,0.0039936032,-0.0071834868,0.0001784409,0.0101418379,-0.0051976695,-0.0033561062,0.0134954788,0.0045051146,-0.0008129222,0.0082109042,0.0094619554,0.0137814854,0.0091939808,0.0205426776,-0.0162250674,0.0098697462,-0.0020807405,0.0133629588,-0.0009530377,-0.0020374976,0.0116385009,-0.0077780626,0.0048898975,-0.002692456,-0.0041080728,0.0055857279,-0.0168203635,-0.0005983695,0.0018963863,-0.0031909501,0.0098400896,-0.0074337352,-4.9612000000000005e-05,0.014047873,7.34009e-05,-0.0036055622,0.0038433407,-0.007139855,0.0045034204,0.0011341678,0.0055031155,-1.28075e-05,0.0045968,-8.75535e-05,0.0001351473,0.0021446148,0.0020658478,-0.0019957257,-0.0063486192,0.011288923,-0.0218190494,0.0311600434,-0.0014198469,-0.0006848466,0.0064310508,0.0160884063,0.0029215763,0.0099325946,-0.0161875718,0.006437774,-0.0042701696,0.0213566843,-0.0044837693,-0.003329279,0.0215776817,0.0245162548
b3446,0.0194044515,0.0195984085,-0.0069950567,0.0067260703,-0.005635969,0.0012797105,0.0008129991,-0.0183321529,-0.0186767445,0.060652558,-0.0203384121,-0.0058388311,0.0269110648,0.0022969697,-0.0052141402,0.0142652568,-0.0008853074,0.0059431337,-0.0116012849,0.0442089564,0.0047270537,0.0083265374,0.0127824187,0.0346000734,-0.0315072692,-0.0150223684,0.0053801914,-0.0175656803,0.0097154181,-0.0159916567,-0.0130777895,-0.0132077816,0.0080715637,-0.0080183671,0.0403756881,0.0353578069,0.0173562676,-0.0040678145,0.0039266647,0.0551640318,0.0044751434,-0.0034829493,0.0152638047,0.0125252422,-0.0043494458,-0.0623431901,0.0043926196,-0.0043512721,-0.016364743,-0.0205442596,0.0093139355,0.0115616823,-0.0016703401,-0.0036647473,-0.0008796455,-0.0071882232,0.0105574592,-0.0587164094,0.0304406497,0.0171328217,-0.0198108339,0.0013537871,0.0191052096,0.038568516,0.0087915548,0.0355089253,-0.0063484153,-0.0267636298,-0.0049431033,-0.0463920456,0.0887936086,0.0154130812,-0.0280699567,0.0504211055,-0.0088500352,-0.0093638911,-0.015799697,-0.0075773357,-0.0060515081,-0.0058476458,-0.0298202103,-0.0145619858,-2.93387e-05,-0.0215116126,0.0086837711,0.0175685507,0.0150873918,-0.0540182797,0.0113515556,0.0565412249,0.0073186063,-0.0331852351
b3447,-0.0024554544,0.0061453466,0.0031969171,-0.0042050039,-0.0012172607,-0.005475901,-0.0021213883,0.0056342109,-0.0098437083,0.0038858758,-0.0038341307,-0.0009639271,0.0020733078,-0.0185369295,-0.0063625495,0.0021896346,0.0158507052,-0.0060612433,-0.0025240849,0.0016780741,-0.0057218985,-0.0118235375,0.020902642,-0.0225650876,-0.0018366393,-0.0042292568,0.0028795504,-0.0066535955,0.0101352126,0.0136851256,-0.0165150807,-0.0002473836,0.0079411338,-0.0001869176,-0.009059249,0.0044099235,-0.0057852724,-0.0072522089,-0.0091069558,-0.0081832678,-0.0056130068,-0.0003030421,0.0147181516,0.0142090464,-0.0060997041,0.0024066363,0.0014787073,0.0022412532,-0.0032611939,0.0106274608,-0.0115101991,0.0002518501,0.0047158391,-0.0136975589,-0.0024538443,0.005910977,-0.007836335,-0.0148926216,-0.0014524278,-0.0007454985,0.0200351525,0.0075289024,-0.0056808552,-0.00172596,0.0036959301,-0.0089598809,0.0047217958,-0.0092953197,0.0010853965,-8.59769e-05,0.007530059,0.0094687519,-0.0060167807,-0.0032077978,0.0010708449,-0.0083097711,0.0065014753,-0.0009967316,-0.0038988842,-0.0121087144,0.0054079188,0.0086002234,0.0947005561,0.0087199799,-0.0110785983,-0.0043976189,-0.0053957773,-0.0080987074,0.0045021749,-0.0032420176,0.0074902717,-0.0158221641
b3448,-4.8869e-05,0.0043123148,-0.0035470774,-0.0058131977,0.0022873651,0.0044945629,0.0053996891,-0.0165907464,0.0069887661,0.0075771809,-0.0002425743,0.0120116682,0.0027734902,0.0024296603,-0.007795304,-0.0026769714,-0.0106173999,0.0116404754,-0.0036780008,0.0028171992,0.0045213998,-0.0073787776,-0.0028960323,-0.003964061,0.0039739119,-0.0073570665,-0.0039099155,0.0213913281,-0.0045217638,0.0117626388,0.0219721814,0.0122262917,0.0074402744,0.0055590673,0.0109008734,0.0018958544,0.0065012338,0.0080012427,0.0068105851,-0.0014991967,0.009751629,0.0026154693,0.0042724523,0.003566641,-0.0067539242,0.0044529303,0.0071038256,-0.0071249092,0.006925553,-0.0036511527,0.0149229087,-0.0048008069,-0.0214507223,0.0062176477,0.0010299439,-0.0070044843,0.0023926287,0.0027754207,-0.0114705401,-0.0025138591,-0.0005095588,-0.0013905137,0.0089059027,0.0054206333,0.0054430667,0.0060644591,8.450800000000001e-05,-0.0090552674,0.0078045647,0.000720217,-0.0054172896,-0.005592989,-0.0060629453,0.0061871064,-0.0104216223,0.0206195994,-0.0071101525,0.0015430533,-0.003291782,0.0023103787,0.0055917443,0.0127827096,0.022102878,-0.0140469699,-0.0126939266,-0.0139060765,-0.0124190507,0.0068591179,-0.0076399921,-0.0009593235,-0.0091150255,0.0069813436
b3449,0.0024123955,-8.23869e-05,0.0037246402,0.0066917131,-0.0044010346,-0.0045502726,-0.0109967242,0.0040482241,0.0030702712,0.0051927673,-0.0207489837,0.0082564857,0.0037324843,0.0038495599,-0.0055872792,0.0063410316,-0.0146350134,0.021665709,0.0066852741,-0.0078940743,0.0111992106,-0.0050907149,0.0112446456,0.0049406117,-0.0028492218,-0.0138367503,-0.0183780802,0.0119836003,0.0062812468,0.0001297099,-0.0157476922,-0.0066970646,-0.0117621119,0.0052572891,0.008631643,-0.0112815385,-0.0036818543,-0.0184348658,0.0101030804,-0.0002414409,0.0013561432,-0.005266432,0.0118151248,0.0116427404,0.000598713,0.0068507876,-0.0034609986,-0.003301488,-0.0073984361,0.0068628145,-0.0121563102,-0.0068346404,-0.0051117541,0.0126724638,-0.0079261747,-0.0058823008,0.009158745,-0.0103323991,-0.0072284458,-0.0087762126,0.0019312638,-0.002726404,-0.0037154439,-0.0114256542,-0.0017672201,0.0113009479,-0.0006601454,-0.0024816446,-0.0058600104,0.0059471296,-0.0099081875,0.0067134765,2.80775e-05,-0.0012446769,0.0111589647,-0.0035080338,0.000122925,-0.0139989059,0.0011661455,-0.0008431943,-3.26734e-05,-0.0103950893,0.0069968405,0.0005549982,-0.0126217346,-0.0091090206,0.0033700409,-0.0040377257,-0.007170999,0.012201671,-0.0066945733,-0.0028276204
b3450,-0.0093175293,0.0022726543,-0.0003335882,-0.0020512159,0.002961601,0.0027594128,-0.0106495179,-0.0043466638,0.0098181514,-0.0004781923,-0.0218047984,-0.0070776993,0.0020854519,-0.0101745117,-0.0045331509,-0.0035558896,-0.0020593075,0.0168470457,0.0129797161,-0.0134318438,0.0056530853,-0.0065008547,-0.0055584381,0.0004593468,0.0035308019,-0.016121351,-0.0143282857,0.0113107485,0.0033503117,0.014746137,-0.0213529932,0.0015773165,-0.0136636347,0.0043222242,0.0065719553,-0.0124859265,-0.0079458315,-0.0206407998,0.0185874224,0.0084386083,0.0084639519,0.0040260244,-0.0007755098,0.0024545932,-0.0111790872,0.008226881,0.0103761162,-0.0045545563,-0.0013541031,0.0160456851,-0.0051177551,-0.0019244971,-0.0036009076,0.0077166117,-0.0043301168,-0.0048435439,0.0108158663,-0.015233903,-0.0064949452,-0.0017081348,-0.0105098079,-0.0091339466,-0.0042025531,-0.0053896279,-0.0021085069,0.0030844987,0.0006233624,-0.0053389229,0.0044707461,-0.0049053436,0.005063061,-0.002149884,-0.0086753711,0.0001227461,0.0097077819,0.0023165521,0.0069099464,-0.0103204546,-0.0008434697,-0.0034005274,-0.0012509916,-0.0255761077,0.0167512224,0.0099323047,-0.0140801661,-0.0021852245,-0.0018356844,0.0083128072,-8.90391e-05,0.0130591561,-0.0032248971,-0.0104238294
b3451,0.0152082004,-0.004540929,-0.0029727689,0.0189894014,0.0117846087,-0.0053766162,-0.0082101178,-0.0011728617,-0.0050312321,-0.0316134509,-0.0205354449,0.0059279551,0.0175246228,-0.0171717108,-0.023432311,0.0067650165,0.0045777374,0.018124234,0.003593052,0.0072242824,-0.0055917708,-0.0065793984,0.0031458333,-0.0106666093,-0.0085639862,0.002406935,-0.0075839481,0.0047055717,0.0037283463,0.0089454454,0.0019166001,-0.0148234031,-0.0069204226,0.0043930824,-4.8759e-06,-0.0130362595,-0.0316010384,0.0020452582,0.0445346787,-0.009261496,-0.0035015997,-0.0005953971,0.0060564725,0.015448464,-0.0203196428,0.0006456579,0.0216740576,-0.0071612427,0.0006645887,0.0112857337,0.0042841338,-0.0088358537,-0.0160634742,-0.0128703985,-0.0129318472,0.0040694913,0.0032382931,-0.0245686006,-0.0119395402,0.0032890777,-0.0049808984,-0.0101036944,-0.0015620525,-0.0087861901,-0.0129540931,-0.0024797549,-0.0115080792,-0.0030566136,-0.0124224303,-0.0071693255,0.0070822956,0.0070446179,-0.0181863392,-0.0073472515,0.0244356934,-0.0219336373,0.0026008714,-0.0055821872,-0.0116466652,-0.0016349579,0.000785902,-0.028251523,0.0381157509,0.0020311561,-0.0198601119,0.0228401376,-0.0044519874,-0.0177219423,-0.0048926066,0.0126101139,0.001738931,-0.0262599122
b3452,0.0074586425,-0.0042905262,0.0004254079,-0.0043977871,0.0046837033,-0.0030638763,-0.0013791667,0.0044020426,-0.006646889,-0.0166015624,0.0042433551,-0.0036438938,-0.0064698798,-0.0076533651,-0.0136223738,0.0070984426,-0.0126739913,0.0160507244,0.0132477917,-0.0089900295,-0.0208034441,-0.0057638043,0.0095639134,0.0070895988,0.0043347426,-0.0174395297,-0.0158519087,0.0049759688,-0.0040242373,0.0147864591,-0.0106724505,-0.0056525695,-0.0140691472,-0.0133399425,-0.0077154265,-0.0063016664,0.0024028273,0.0331051709,0.0686957243,0.0072722399,-0.0150263832,-0.0044802201,0.0085963136,0.0208134676,-0.0092559898,-0.0044664092,0.0231275754,-0.0046587824,-0.0020643995,0.014069904,-0.0106464072,0.0008400704,0.0150577604,-0.0051809096,-0.0068224539,-0.0126618023,0.0136971313,-0.0179817836,-0.0007726291,0.004141558,-0.0048982724,-0.017783878,-0.0052131267,-0.0021695792,-0.0152736113,-0.0078225477,-0.0036165273,0.0018339759,-0.0075471658,-0.0058975214,0.0103912618,-0.0063060678,-0.010257077,-0.0052163637,0.0078830381,-0.0166653568,0.0224862342,0.0027623654,0.0019876816,-0.0053042898,-0.0066389944,-0.0011448167,0.0351619612,-0.0146060679,-0.0178805598,-0.0019694979,0.0051147966,-0.0052249143,-0.0115750578,0.0158748098,-0.0039417156,0.0067241202
b3453,-0.0111654633,-0.0064183737,0.0041876375,0.0128506202,-0.00303303,-0.0187070994,-0.0042361378,0.00245345,-0.0114052652,-0.0116188683,-0.0025791395,0.0062025793,0.0041436811,-0.0004821043,-0.0141092188,0.0018782961,0.0073493596,-0.0134622167,-0.0046894896,-0.0042369743,-0.0046827905,-0.0122761183,0.0139089779,0.002927691,-8.35313e-05,-0.0023526913,-0.0151342802,-0.0065199088,0.0061719088,0.010782273,-0.0010636593,-0.0114660894,-0.0173747357,-0.0085989466,0.0056462829,-0.0059755305,-0.0167744967,-0.008212378,0.0626936048,-0.0068086131,-0.0299742436,0.0022692859,-0.0004364356,0.0012472507,-0.0077479905,0.0117280319,0.0128694613,-0.0077049301,-0.0060159612,0.0004822654,-0.0070727103,0.0026138479,-0.0031783637,-0.0124583409,-0.0139662467,-0.0161936981,0.0180517377,-0.0086353637,0.0002464151,-0.0017600672,-0.0037833075,-0.0218289601,-0.008751611,-0.0133015989,-0.0133789889,-0.0118859992,0.003441522,-0.0182883218,-0.0061145679,0.0022692344,0.0135486286,0.0049341873,0.0054885704,0.0013926721,0.0095345254,-0.0042917,0.0090460515,0.0095948168,0.0071250745,-0.0089548924,-3.40301e-05,-0.0142962647,0.0365848434,-0.0028580126,-0.0130123226,-0.0033757214,0.0098928494,-0.0261518581,-0.020577539,0.0167133153,0.0014033017,-0.0028710826
b3454,0.0061752463,-0.0030046555,0.0084147785,0.0173321409,0.0015518573,-0.0145044516,-0.0105246202,-0.0021581916,-0.005374677,-0.012444776,-0.0119464788,0.0002256718,0.0021830025,-0.0097113116,0.0032289892,0.0086299793,0.0086134404,0.0029582772,-0.0003200991,0.0286235334,-0.0016800758,-0.003151032,0.0032947707,-0.015848344,-0.0005822854,0.0049470698,-0.0101706844,0.0082146481,0.004621835,-0.0067795716,-0.0105547908,-0.0035836202,-0.0010438751,0.0108437999,-0.011716545,0.0032405838,0.0139560228,-0.0067006812,-0.0035376448,-0.0066907972,0.0080677187,-0.0279210193,0.0234367983,-0.0181307946,-0.0084128856,-0.0134562692,-0.0059803512,-0.1778798895,-0.0049423726,-0.0032939916,-0.0138841485,-0.0018289927,-0.0017201778,-0.0082832253,-0.0033239621,-0.000726186,-0.0079375898,0.0089799573,-0.0044516573,-0.0086959141,0.0046434273,-0.0064013963,-0.0026278539,-0.0038214183,0.0014627565,-0.0017229547,-0.0023341221,-0.0038439037,-0.0001164039,0.0021507378,0.0019552798,0.0064488509,-0.0145627734,-0.0021109519,-0.0048064814,-0.0073944244,-0.0010849744,-0.0116047553,6.68272e-05,0.0060857792,0.001339281,0.0093668438,0.0017682581,0.0092526195,-0.0057423944,0.006165609,0.0004048236,0.0034386332,0.0040312575,-0.0030678227,0.0009788095,0.0160888503
b3455,0.0051008391,-0.0057322952,0.0132426903,0.0125279601,-0.0013630719,-0.0083410762,0.0037405831,-0.0030228504,-0.0159936031,-0.0117991194,-0.0143360967,-0.0035854655,0.0001875983,-0.0053074416,0.0068671046,0.0062227109,-0.0025402878,-0.0036075476,-0.0079321617,0.0236356834,-0.0097211113,-0.0022089864,-0.0001266441,-0.0116565264,0.0046145507,0.0122795486,-0.0049594235,0.000718595,-0.0018493033,0.0064539887,-0.0148012239,-0.0043744001,0.001207535,-0.0032045755,-0.0055861477,0.0066526576,0.010458356,-0.0002375725,-0.0077377791,0.0003492499,0.0078523059,-0.0376485054,0.0268207784,-0.0166899098,-0.0096884484,-0.018864511,-0.0079924999,-0.1894704969,-0.0032414773,-0.0012928014,-0.0064381898,-5.95302e-05,-0.0020721892,-0.0028386278,0.0054937017,-0.0019321681,0.0002038261,0.0019416679,-0.0100588329,-0.0032809571,0.0054108556,-0.0047396165,0.0005901474,0.0001213504,-0.003581893,0.0015421973,-0.0091025475,-0.0056235707,-0.0002384627,-0.0024573007,0.012737605,-0.0119377551,-0.0103032089,-0.0012075953,-0.0003337186,-0.0050449588,-0.0011589383,-0.0084210906,0.0006228237,0.0033360669,0.0073184549,0.0009399842,0.0042816374,0.005132573,-0.0064496115,0.005364678,-0.0094107004,0.0017893381,0.0128273254,0.0012031883,0.0007744256,0.0058290696
b3456,0.013339234,-0.0029309663,0.0070105077,0.0076165518,0.0003622623,-0.0091539767,0.0101197933,-0.0034315117,-0.0116105427,-0.0031732247,-0.0086309662,-0.0131533664,-0.0009484922,-0.0174825859,0.012000567,0.0075093376,0.0055304048,-0.0052968412,-0.0045294591,0.0201673731,-0.0138013201,0.0034378525,0.0009946211,0.0049003732,-7.52178e-05,0.0102647648,-0.0046083821,0.0027551678,-0.0026117947,-0.0044841345,-0.0113587519,-0.0024348508,0.0069343347,0.0034161603,-0.0129940601,-0.0011807056,0.0097872882,0.0063552851,0.0018182466,-0.0055286322,0.0109380101,-0.0325895763,0.028852113,-0.0167668461,-0.0100017766,-0.022595399,-0.0008619959,-0.1898904517,-0.0058643133,0.0019061046,-0.0038586155,0.002119971,-0.0051299068,-0.0032953948,-0.0039931212,-0.0024694267,-0.0051537691,0.0062419252,-0.0082723268,-0.0047443369,0.0116063644,-0.0021156578,-0.000293127,-0.0050874478,0.0013263221,0.0017329729,-0.0145919258,-0.0011704581,-0.0018075249,0.0026153965,0.0088927245,-0.0034827291,-0.0015598047,-0.0039564359,-0.0066957506,-0.0099213283,-0.0001067807,-0.0011344188,0.0007871309,0.0120859437,0.0079384634,0.0061670108,-0.0030175672,0.0078807632,-0.0038092702,0.0085722915,-0.0076890212,0.0052396966,0.004175094,0.0077805516,0.0015840674,0.0009310317
b3457,0.0114039575,-0.0067595506,0.0012752411,0.0042796375,-0.0014645962,-0.0084971196,0.0079810611,-0.0141667062,-0.0012638469,-0.0064913063,-0.0027607244,-0.0103318355,-0.0041674502,-0.0278681141,0.0103114648,0.0071724984,0.0002586579,-0.0042554523,-0.0158693356,0.0108370966,-0.0306241323,-0.0024964201,-0.0005106872,0.0134149011,-0.0031841711,0.004779504,-0.0033954874,4.25338e-05,0.003343335,-0.0001683352,-0.004968067,-0.0031269573,0.0132705351,-0.0033932748,-0.0159186335,0.0036750687,0.0169007134,0.0065207466,0.0047901363,-0.0077132521,0.0075858298,-0.0409233066,0.0221524868,-0.0170261341,-0.0011183139,-0.028430923,0.0001409485,-0.192426567,-0.0005242896,0.0119214481,-0.0024611086,0.0070171075,-0.0072323413,-0.0043223069,0.0046323761,-0.0049678706,-0.0062700529,0.0193794287,-0.0104836265,-0.0045804283,0.0091435665,0.0010844133,0.0014010707,-0.0051071239,0.0087549284,0.0037931848,-0.0156223364,0.0250517629,-0.0005519722,-0.0020990921,0.0229513142,-0.0080298531,-0.0039069043,-0.0073988127,-0.0083039203,-0.0175782569,0.0028213267,-0.0067242836,0.0017757643,0.0087745081,0.0105451949,-0.0066531952,-0.0034190558,0.0054453701,-0.0044467907,0.0088145475,-0.005252933,0.0031937087,0.0060673227,0.004920804,-0.0033990787,0.0129887754
b3458,0.0104264256,-0.0019803036,0.0098763285,-0.002372828,-0.0084729419,-0.0062020112,-0.0012211686,-0.0030295601,-0.0039986762,-0.0077906875,-0.012864648,-0.0030226281,0.000253306,-0.0066482168,0.0114564567,0.0083614898,0.0048485857,0.0075321729,-0.0038116841,0.0189226628,-0.014852891,0.0025894537,-0.0028356752,-0.0002262929,0.0017005375,0.0108022228,-0.0045212822,-0.0098911742,0.0006320734,-0.0030580766,0.0044926579,-0.0014601025,-0.0007925151,-0.0019512007,-0.009454499,0.0120789296,0.0175454291,0.0140418535,-0.0019477565,-0.0002438208,0.0103214302,-0.045404358,0.0230014021,-0.0333582564,-0.0106013443,-0.0136161994,-0.0157716435,-0.199420318,-0.0035020085,-0.0049673088,-0.0034124265,0.0033950281,-0.0183002197,-0.0047940063,0.0108625481,-0.0018621526,-0.0014661974,0.0057701295,-0.0141016108,-0.0109394266,0.0062956203,-0.0068212553,-0.0026187446,0.0010057306,0.0095955186,-0.0074987052,-0.0086297059,-0.0059390612,-0.0001932508,-0.003053135,0.0097871677,-0.0053240529,0.0016097036,0.0075154812,-0.0092714524,-0.0125516747,-0.0070506821,-0.0032967899,-0.001253167,0.0086796437,0.0130624482,0.0040490069,-0.0070345037,0.0179104586,-0.0029198755,0.0003316493,-0.0027515592,0.0033669818,0.0099924871,0.0101412624,-0.0001929418,0.0079560549
b3459,0.0080048106,-0.0142789382,0.0102297596,-0.0032711566,0.0250178462,0.0080448845,0.0107588764,0.0099367925,-0.0101622041,0.0051411348,0.0122510249,0.0135686283,-0.0068349435,-0.0075412819,-0.0048759181,0.0008931836,0.0016846934,0.0001089447,-0.006235794,0.0009171692,0.0072128318,0.0081211292,0.0190259306,0.0079776427,0.0068303029,-0.0043622048,-0.0021710135,0.0322763125,-0.0048468104,-0.0021184759,-0.0146469256,0.0063856733,-0.0047976077,-0.0025347785,-0.0288589059,-0.0116208816,-0.0056247645,-0.0207512128,-0.0037685051,-0.0187165223,-0.0013008797,0.0002814275,-0.029632345,0.0054590604,-0.0290361403,-0.0042695949,0.0127463924,0.0304947849,-0.001531746,-0.0023801338,-5.10507e-05,0.0069558136,-0.0106732381,-0.0048443584,-0.0010759961,-0.0025163966,-0.014592296,-0.0007438828,0.0031832903,0.0175240427,0.0156378538,-0.0009712209,-0.0068003117,-0.0152468411,-0.0018133215,-0.0080870076,0.000351697,-0.011825446,-0.0058116847,-0.0069328841,0.0045530259,-0.0050528812,2.19673e-05,-0.0083297552,0.0104080225,-0.0002439184,-0.0128197482,0.0009276798,-0.0075816321,-0.0133067477,-0.0258824878,0.0084698857,-0.0235324159,-0.0120210408,0.0094583339,0.0093344496,-0.0028966014,-0.0172424008,-0.0131468918,0.0016677254,6.05976e-05,0.0135024091
b3460,0.0170082176,0.0124412016,0.0168000504,0.0248784305,0.0019819051,0.0043551026,-0.0086606413,-0.0036422507,0.0092177761,-0.0172529228,-0.0036306549,0.0048236836,-0.002147694,0.0259819916,-0.0078678477,-0.002573504,0.0236514385,0.0016121595,-0.0002654083,-0.0420091337,-0.0086967514,0.0106811365,0.0055029668,0.0027621797,-0.0012100637,-0.0237362699,0.0162281196,-0.0603646976,0.0013177448,-0.0242973839,-0.000310054,0.001380838,0.0004736085,0.0130119259,-0.0070001737,0.0116604862,0.0106594725,-0.0038216915,0.00373019,0.009269749,-0.00217338,-0.0249367086,-0.0008356545,-0.013719002,0.0139785759,-0.0054205834,-0.0145229943,-0.2053300012,0.0025260678,0.021866627,-0.0006057733,0.0026486695,0.0086002009,0.0075939178,-0.018770224,-0.0062093108,-0.0107650128,0.0081080368,0.0059257992,-3.81333e-05,-0.0128714934,-0.0100867059,0.0100939969,0.000783597,0.0105768604,-0.013300812,0.0166333234,0.0885094716,0.0027091675,-0.0314001352,0.0055594825,0.0069863331,-0.0037395779,-0.0052209381,0.0031174653,-0.0200365282,-0.0048887519,0.0065930961,0.0082937942,-0.0030671507,0.01745549,-0.0111506201,0.008604557,9.24018e-05,-0.0042174694,-0.0155228755,-0.0006274964,-0.000483972,0.0123452792,0.011350317,0.0079736709,-0.0041944207
b3461,0.0075975962,-0.0016446089,0.0029333955,-0.0036094371,-0.0060062561,0.0066315243,0.0140374535,-0.0058545152,-0.0068091284,-0.0047972219,-0.004304226,-0.0045309125,0.0018758014,0.0137671005,0.0054601295,0.0031287008,-0.0086800574,-0.0023364677,-0.003044949,-0.0042161633,-0.004147456,-0.0078367153,0.001441988,-0.0036485807,-0.0038215328,-0.0048737312,-0.0036261688,-0.0011911743,-0.0024883498,-0.001522073,0.0099155956,0.0022723997,0.00441712,-0.0028938912,-0.0038519185,-0.0186623017,0.0074170051,0.0012645164,8.2892e-06,-0.0048069773,0.0064059305,-0.005498977,-0.0039611607,-0.0092773967,0.000856265,0.0349458419,-0.0025134474,-0.0052992397,0.0042972022,-0.012256481,0.0006177198,-0.0022015747,-0.0095518389,0.005434706,-0.0012639273,0.0015969386,-0.004953542,-0.0063861536,0.0027925836,-0.0013468904,-0.0044439813,0.003544291,0.0026552278,0.0005911925,0.0007194972,0.0013319882,-0.0052341018,-0.00558452,-0.0005193042,0.0086501122,-0.0037924781,-0.0023903333,-0.0077783417,0.0027357576,-0.0050196849,-0.0064996911,0.007030881,-0.007758701,-0.0033741849,0.0035093277,0.0033082494,0.003017194,-0.006752747,0.0018460766,-0.0044694001,-0.0206717386,-0.0058482816,-0.002566723,-0.0145147872,-0.0033843092,-0.0049240032,-0.0057514628
b3462,-0.0002039861,-0.000965895,0.003701178,0.0069006757,0.0131844944,0.0043554126,0.0002266665,-0.0042148238,-0.0101070446,0.0022802621,0.0012770539,-0.0034771079,0.0004345933,-0.0033759121,-0.0070857276,0.0067132735,-0.006684878,-0.0055957418,0.0002376102,0.0003285197,-0.0053090261,0.000598338,-0.004091009,0.0091512077,-0.0027675349,-5.0956100000000005e-05,-0.005244874,-0.0050470201,-0.0006056751,-0.0006399833,-0.0045912805,-0.0029979288,0.0069668065,0.0026411199,0.0035201591,-0.0036770592,0.0119239801,-0.0175659572,-0.0017965664,-0.0030182951,-0.0033013402,-0.0018916984,0.0071368532,0.0092704405,-0.0047896826,-0.005570223,0.0083070269,-0.0031052955,0.0016008484,-0.0011751728,-0.001721438,-0.0024061674,0.0047907788,0.0017040493,-0.0124030665,0.000312414,0.0061424783,0.0032163517,-0.0011097411,-0.0005257723,-0.0039141567,0.0008852549,-0.007706865,-0.0064441823,0.0063985739,0.0057103002,-0.0056955931,0.0229538112,-0.007659042,-0.0003362633,-0.0054352898,-0.0005560743,0.0012514553,-0.0045884952,-0.002959162,-0.0042691814,-0.0070408892,-0.003222787,-0.0023729513,-0.0007217825,-0.0085569907,0.004527085,-0.0068866431,0.0104132171,-0.0020065465,-0.0085111904,-0.0022360701,0.0010268919,-0.0104781748,0.008566828,0.0111727975,-0.0068384734
